variant,date,nav,cash,option_mv,put_contract,put_qty,put_mark,book_cost,realized_put_pnl,unrealized_put_pnl,put_total_net_pnl,cash_interest,margin_reserve,capital_shortfall,instruction_executed,execution_note,base_lots,grid_lots,total_lots,spot_close,ret
P0,2025-02-06,11110830.155862683,11110830.155862683,0.0,,0,0.0,0.0,0.0,0.0,0.0,1167.8173973895211,1084320.0,0.0,False,,2,1,3,6041.83,0.0090313653945151
P0,2025-02-07,11159526.302740766,11159526.302740766,0.0,,0,0.0,0.0,0.0,0.0,0.0,1176.1468780815133,1103004.0,0.0,False,,2,1,3,6134.05,0.004382764041477749
P0,2025-02-10,11213745.970155137,11213745.970155137,0.0,,0,0.0,0.0,0.0,0.0,0.0,1179.6674143704572,1112724.0,0.0,False,,2,1,3,6210.55,0.004858599365553218
P0,2025-02-11,11208210.85754576,11208210.85754576,0.0,,0,0.0,0.0,0.0,0.0,0.0,1184.8873906225608,1112364.0,0.0,False,,2,1,3,6190.17,-0.0004936006776066204
P0,2025-02-12,11254875.137876453,11254875.137876453,0.0,,0,0.0,0.0,0.0,0.0,0.0,1184.2803306939693,1128240.0,0.0,False,,2,1,3,6284.61,0.0041634013602873665
P0,2025-02-13,11237463.029786773,11237463.029786773,0.0,,0,0.0,0.0,0.0,0.0,0.0,1187.891910319336,1118808.0,0.0,False,,2,1,3,6212.5,-0.00154707252425057
P0,2025-02-14,11247289.985600777,11247289.985600777,0.0,,0,0.0,0.0,0.0,0.0,0.0,1186.955814003616,1123235.9999999998,0.0,False,,2,1,3,6248.83,0.000874481703562191
P0,2025-02-17,11257117.574732348,11257117.574732348,0.0,,0,0.0,0.0,0.0,0.0,0.0,1187.5891315714268,1127304.0,0.0,False,,2,1,3,6281.57,0.000873773961919122
P0,2025-02-18,11198290.131485116,11198290.131485116,0.0,,0,0.0,0.0,0.0,0.0,0.0,1188.2647527667207,1099835.9999999998,0.0,False,,2,1,3,6142.14,-0.005225799842339396
P0,2025-02-19,11271114.717658726,11271114.717658726,0.0,,0,0.0,0.0,0.0,0.0,0.0,1184.5861736100396,1123199.9999999998,0.0,False,,2,1,3,6288.53,0.0065031880151824595
P0,2025-02-20,11295105.105742782,11295105.105742782,0.0,,0,0.0,0.0,0.0,0.0,0.0,1190.388084056633,1125791.9999999998,0.0,False,,2,1,3,6334.41,0.0021284840661295323
P0,2025-02-21,11377658.003937231,11377658.003937231,0.0,,0,0.0,0.0,0.0,0.0,0.0,1192.8981944489635,1151820.0,0.0,False,,2,1,3,6449.23,0.007308732182799815
P0,2025-02-24,11350537.532712163,11350537.532712163,0.0,,0,0.0,0.0,0.0,0.0,0.0,1199.5287749312865,1145988.0,0.0,False,,2,1,3,6464.02,-0.0023836602590517897
P0,2025-02-25,11353294.564270359,11353294.564270359,0.0,,0,0.0,0.0,0.0,0.0,0.0,1197.0315581947284,1143971.9999999998,0.0,False,,2,1,3,6435.43,0.0002428987658293913
P0,2025-02-26,11387012.15572288,11387012.15572288,0.0,,0,0.0,0.0,0.0,0.0,0.0,1197.5914525227536,1155743.9999999998,0.0,False,,2,1,3,6524.41,0.0029698508447613126
P0,2025-02-27,11375132.321474783,11375132.321474783,0.0,,0,0.0,0.0,0.0,0.0,0.0,1200.165751902428,1154699.9999999998,0.0,False,,2,1,3,6499.53,-0.0010432793155601416
P0,2025-02-28,11279731.216143087,11279731.216143087,0.0,,0,0.0,0.0,0.0,0.0,0.0,1198.8946683026315,1121471.9999999998,0.0,False,,2,1,3,6270.42,-0.008386812797912868
P0,2025-03-03,11276602.817675233,11276602.817675233,0.0,,0,0.0,0.0,0.0,0.0,0.0,1191.6015321466032,1118771.9999999998,0.0,False,,2,1,3,6273.67,-0.000277346898423958
P0,2025-03-04,11317994.368954647,11317994.368954647,0.0,,0,0.0,0.0,0.0,0.0,0.0,1191.551279415323,1130255.9999999998,0.0,False,,2,1,3,6357.63,0.0036705692262688494
P0,2025-03-05,11329269.4285009,11329269.4285009,0.0,,0,0.0,0.0,0.0,0.0,0.0,1195.0595462520926,1136340.0,0.0,False,,2,1,3,6398.24,0.000996206499022545
P0,2025-03-06,11436305.096977716,11436305.096977716,0.0,,0,0.0,0.0,0.0,0.0,0.0,1195.6684768156038,1165643.9999999998,0.0,False,,2,1,3,6534.97,0.00944771144797274
P0,2025-03-07,11415580.827667927,11415580.827667927,0.0,,0,0.0,0.0,0.0,0.0,0.0,1204.7866902104824,774336.0,0.0,False,,2,0,2,6507.76,-0.0018121472918088966
P0,2025-03-10,11410989.085206034,11410989.085206034,0.0,,0,0.0,0.0,0.0,0.0,0.0,1248.2575381070696,771287.9999999999,0.0,False,,2,0,2,6520.97,-0.00040223467655409184
P0,2025-03-11,11427357.161657417,11427357.161657417,0.0,,0,0.0,0.0,0.0,0.0,0.0,1248.0764513830854,778800.0,0.0,False,,2,0,2,6551.73,0.0014344134701349542
P0,2025-03-12,11453326.276959458,11453326.276959458,0.0,,0,0.0,0.0,0.0,0.0,0.0,1249.1153020408346,781656.0,0.0,False,,2,0,2,6566.97,0.002272539042463384
P0,2025-03-13,11404738.103515763,11404738.103515763,0.0,,0,0.0,0.0,0.0,0.0,0.0,1251.826556304048,771120.0,0.0,False,,2,0,2,6466.85,-0.004242276197216177
P0,2025-03-14,11465505.466410803,11465505.466410803,0.0,,0,0.0,0.0,0.0,0.0,0.0,1247.3628950396298,787536.0,0.0,False,,2,0,2,6571.17,0.005328255883079613
P0,2025-03-17,11466838.031885423,11466838.031885423,0.0,,0,0.0,0.0,0.0,0.0,0.0,1252.5654746208372,785207.9999999999,0.0,False,,2,0,2,6589.57,0.00011622387504184317
P0,2025-03-18,11477167.738757968,11477167.738757968,0.0,,0,0.0,0.0,0.0,0.0,0.0,1252.9948725457443,780624.0,0.0,False,,2,0,2,6611.93,0.000900833066955542
P0,2025-03-19,11462022.483063716,11462022.483063716,0.0,,0,0.0,0.0,0.0,0.0,0.0,1254.7443057489322,777527.9999999999,0.0,False,,2,0,2,6564.68,-0.0013195987057944558
P0,2025-03-20,11459195.813947024,11459195.813947024,0.0,,0,0.0,0.0,0.0,0.0,0.0,1253.3308833070557,774287.9999999999,0.0,False,,2,0,2,6535.06,-0.00024661172326867487
P0,2025-03-21,11404129.193315579,11404129.193315579,0.0,,0,0.0,0.0,0.0,0.0,0.0,1253.3793685547103,758183.9999999999,0.0,False,,2,0,2,6405.61,-0.0048054524528172715
P0,2025-03-24,11377298.002224032,11377298.002224032,0.0,,0,0.0,0.0,0.0,0.0,0.0,1248.808908453919,753600.0,0.0,False,,2,0,2,6360.34,-0.002352761060202102
P0,2025-03-25,11376784.201454349,11376784.201454349,0.0,,0,0.0,0.0,0.0,0.0,0.0,1246.199230316496,750096.0,0.0,False,,2,0,2,6310.76,-4.516017507694148e-05
P0,2025-03-26,11392830.75144614,11392830.75144614,0.0,,0,0.0,0.0,0.0,0.0,0.0,1246.5499917913169,751416.0,0.0,False,,2,0,2,6334.91,0.0014104644781554043
P0,2025-03-27,11397359.028916938,11397359.028916938,0.0,,0,0.0,0.0,0.0,0.0,0.0,1248.2774707973228,753767.9999999999,0.0,False,,2,0,2,6328.77,0.00039746728180101165
P0,2025-03-28,11377327.561673164,11377327.561673164,0.0,,0,0.0,0.0,0.0,0.0,0.0,1248.5327562269815,745512.0,0.0,False,,2,0,2,6268.32,-0.0017575534115360503
P0,2025-03-31,11356334.713123351,11356334.713123351,0.0,,0,0.0,0.0,0.0,0.0,0.0,1247.1514501871509,742079.9999999999,0.0,False,,2,0,2,6226.65,-0.0018451475916481108
P0,2025-04-01,11370779.804620786,11370779.804620786,0.0,,0,0.0,0.0,0.0,0.0,0.0,1245.0914974341736,744479.9999999999,0.0,False,,2,0,2,6259.48,0.0012719853599192366
P0,2025-04-02,11383466.309052186,11383466.309052186,0.0,,0,0.0,0.0,0.0,0.0,0.0,1246.5044314002985,748679.9999999999,0.0,False,,2,0,2,6277.25,0.001115711028565114
P0,2025-04-03,11358473.808982074,11358473.808982074,0.0,,0,0.0,0.0,0.0,0.0,0.0,1247.4999298875741,740207.9999999999,0.0,False,,2,0,2,6203.26,-0.0021955087660985306
P0,2025-04-07,11112919.37099595,11112919.37099595,0.0,,0,0.0,0.0,0.0,0.0,0.0,1245.5620138749478,666480.0,0.0,False,,2,0,2,5496.44,-0.021618611982178848
P0,2025-04-08,11058035.529130515,11058035.529130515,0.0,,0,0.0,0.0,0.0,0.0,0.0,1225.4061345642308,983231.9999999998,0.0,False,,2,1,3,5530.02,-0.004938742020272224
P0,2025-04-09,11167137.341000633,11167137.341000633,0.0,,0,0.0,0.0,0.0,0.0,0.0,1181.8118701194232,1006956.0,0.0,False,,2,1,3,5652.33,0.009866292397298526
P0,2025-04-10,11262529.168005165,11262529.168005165,0.0,,0,0.0,0.0,0.0,0.0,0.0,1191.827004530847,1034064.0,0.0,False,,2,1,3,5784.59,0.00854219161918035
P0,2025-04-11,11314489.004956199,11314489.004956199,0.0,,0,0.0,0.0,0.0,0.0,0.0,1199.8369510333075,1050299.9999999998,0.0,False,,2,1,3,5862.19,0.004613514085152648
P0,2025-04-14,11339573.032445978,11339573.032445978,0.0,,0,0.0,0.0,0.0,0.0,0.0,1204.0274897800803,1058364.0,0.0,False,,2,1,3,5938.53,0.002216982797790701
P0,2025-04-15,11338038.196448192,11338038.196448192,0.0,,0,0.0,0.0,0.0,0.0,0.0,1206.0240022141957,1042740.0,0.0,False,,2,1,3,5914.03,-0.000135352185959281
P0,2025-04-16,11283565.873161668,11283565.873161668,0.0,,0,0.0,0.0,0.0,0.0,0.0,1207.676713476478,1028484.0,0.0,False,,2,1,3,5835.35,-0.004804386997354526
P0,2025-04-17,11325568.832351066,11325568.832351066,0.0,,0,0.0,0.0,0.0,0.0,0.0,1202.959189398202,1034964.0,0.0,False,,2,1,3,5839.56,0.003722489828264619
P0,2025-04-18,11325575.958515504,11325575.958515504,0.0,,0,0.0,0.0,0.0,0.0,0.0,1207.126164437508,1032875.9999999999,0.0,False,,2,1,3,5831.69,6.292102889826623e-07
P0,2025-04-21,11388823.330446022,11388823.330446022,0.0,,0,0.0,0.0,0.0,0.0,0.0,1207.3719305175482,1056131.9999999998,0.0,False,,2,1,3,5952.64,0.0055844728923444276
P0,2025-04-22,11397835.393512988,11397835.393512988,0.0,,0,0.0,0.0,0.0,0.0,0.0,1212.0630669663326,1056599.9999999998,0.0,False,,2,1,3,5949.31,0.0007913076536076868
P0,2025-04-23,11421128.458830284,11421128.458830284,0.0,,0,0.0,0.0,0.0,0.0,0.0,1213.0653172953237,1064843.9999999998,0.0,False,,2,1,3,5984.58,0.0020436393852951706
P0,2025-04-24,11388023.28945883,11388023.28945883,0.0,,0,0.0,0.0,0.0,0.0,0.0,1214.8306285467795,1055880.0,0.0,False,,2,1,3,5920.48,-0.0028985900553336608
P0,2025-04-25,11402435.288238553,11402435.288238553,0.0,,0,0.0,0.0,0.0,0.0,0.0,1211.9987797232016,1059299.9999999998,0.0,False,,2,1,3,5939.5,0.0012655399812067092
P0,2025-04-28,11372928.576420557,11372928.576420557,0.0,,0,0.0,0.0,0.0,0.0,0.0,1213.2881820025268,1049075.9999999998,0.0,False,,2,1,3,5877.06,-0.002587755253338986
P0,2025-04-29,11393219.60266885,11393219.60266885,0.0,,0,0.0,0.0,0.0,0.0,0.0,1211.0262482934766,1056240.0,0.0,False,,2,1,3,5903.38,0.0017841513829923716
P0,2025-04-30,11424432.168766074,11424432.168766074,0.0,,0,0.0,0.0,0.0,0.0,0.0,1212.5660972240034,1062971.9999999998,0.0,False,,2,1,3,5950.12,0.002739573815457197
P0,2025-05-06,11507967.606524618,11507967.606524618,0.0,,0,0.0,0.0,0.0,0.0,0.0,1215.4377585439777,1090728.0,0.0,False,,2,1,3,6102.92,0.007311999101970779
P0,2025-05-07,11509429.587418366,11509429.587418366,0.0,,0,0.0,0.0,0.0,0.0,0.0,1221.9808937486523,1091735.9999999998,0.0,False,,2,1,3,6111.49,0.00012704075504332835
P0,2025-05-08,11553251.62156576,11553251.62156576,0.0,,0,0.0,0.0,0.0,0.0,0.0,1222.0341473934989,1102968.0,0.0,False,,2,1,3,6158.08,0.0038074896600694963
P0,2025-05-09,11514997.478645192,11514997.478645192,0.0,,0,0.0,0.0,0.0,0.0,0.0,1225.8570794329796,1090115.9999999998,0.0,False,,2,1,3,6082.08,-0.0033111148422630965
P0,2025-05-12,11563980.355958922,11563980.355958922,0.0,,0,0.0,0.0,0.0,0.0,0.0,1222.8773137290436,1107288.0,0.0,False,,2,1,3,6167.46,0.004253833090677617
P0,2025-05-13,11558239.560806701,11558239.560806701,0.0,,0,0.0,0.0,0.0,0.0,0.0,1226.6088477782762,1079388.0,0.0,False,,2,1,3,6151.01,-0.0004964376430527384
P0,2025-05-14,11577108.769011503,11577108.769011503,0.0,,0,0.0,0.0,0.0,0.0,0.0,1229.2082048025388,1087740.0,0.0,False,,2,1,3,6160.37,0.0016325330605524435
P0,2025-05-15,11528539.210923888,11528539.210923888,0.0,,0,0.0,0.0,0.0,0.0,0.0,1230.4419123841324,1070820.0,0.0,False,,2,1,3,6057.04,-0.004195309818425641
P0,2025-05-16,11533245.940225568,11533245.940225568,0.0,,0,0.0,0.0,0.0,0.0,0.0,1226.729301679236,1068084.0,0.0,False,,2,1,3,6068.12,0.0004082676231191851
P0,2025-05-19,11545153.542587034,11545153.542587034,0.0,,0,0.0,0.0,0.0,0.0,0.0,1227.6023614673875,1075571.9999999998,0.0,False,,2,1,3,6095.34,0.0010324588951957647
P0,2025-05-20,11573381.663384272,11573381.663384272,0.0,,0,0.0,0.0,0.0,0.0,0.0,1228.1207972380591,1083491.9999999998,0.0,False,,2,1,3,6146.02,0.002445019089015288
P0,2025-05-21,11566812.166399501,11566812.166399501,0.0,,0,0.0,0.0,0.0,0.0,0.0,1230.5030152285735,1080108.0,0.0,False,,2,1,3,6132.18,-0.0005676384980506377
P0,2025-05-22,11538402.295744102,11538402.295744102,0.0,,0,0.0,0.0,0.0,0.0,0.0,1230.1293446018515,1070999.9999999998,0.0,False,,2,1,3,6066.1,-0.0024561538863686616
P0,2025-05-23,11507830.160907593,11507830.160907593,0.0,,0,0.0,0.0,0.0,0.0,0.0,1227.8651634900211,1056959.9999999998,0.0,False,,2,1,3,5989.68,-0.0026495986231808155
P0,2025-05-26,11524056.08679027,11524056.08679027,0.0,,0,0.0,0.0,0.0,0.0,0.0,1225.9258826760868,1066499.9999999998,0.0,False,,2,1,3,6028.79,0.0014099900377220198
P0,2025-05-27,11523362.796956882,11523362.796956882,0.0,,0,0.0,0.0,0.0,0.0,0.0,1226.7101666125466,1064699.9999999998,0.0,False,,2,1,3,6008.46,-6.016022728161374e-05
P0,2025-05-28,11509349.636944707,11509349.636944707,0.0,,0,0.0,0.0,0.0,0.0,0.0,1226.8399878252285,1061820.0,0.0,False,,2,1,3,5984.46,-0.0012160651590241711
P0,2025-05-29,11586415.170971517,11586415.170971517,0.0,,0,0.0,0.0,0.0,0.0,0.0,1225.5340268090872,1085580.0,0.0,False,,2,1,3,6089.58,0.006695906932867146
P0,2025-05-30,11550686.957935434,11550686.957935434,0.0,,0,0.0,0.0,0.0,0.0,0.0,1231.7869639183605,1073880.0,0.0,False,,2,1,3,6026.56,-0.0030836296221798953
P0,2025-06-03,11580355.926300727,11580355.926300727,0.0,,0,0.0,0.0,0.0,0.0,0.0,1228.9683652924227,1079640.0,0.0,False,,2,1,3,6070.04,0.002568589078150829
P0,2025-06-04,11609787.699276803,11609787.699276803,0.0,,0,0.0,0.0,0.0,0.0,0.0,1231.772976075622,1089720.0,0.0,False,,2,1,3,6123.17,0.002541525766857733
P0,2025-06-05,11640421.742287718,11640421.742287718,0.0,,0,0.0,0.0,0.0,0.0,0.0,1234.0430109149968,1098288.0,0.0,False,,2,1,3,6167.01,0.002638639379497265
P0,2025-06-06,11637698.373727428,11637698.373727428,0.0,,0,0.0,0.0,0.0,0.0,0.0,1236.6314397098079,1098035.9999999998,0.0,False,,2,1,3,6152.84,-0.00023395789436020387
P0,2025-06-09,11683814.715266427,11683814.715266427,0.0,,0,0.0,0.0,0.0,0.0,0.0,1236.341538999432,1110204.0,0.0,False,,2,1,3,6218.96,0.003962668567103256
P0,2025-06-10,11647015.039071968,11647015.039071968,0.0,,0,0.0,0.0,0.0,0.0,0.0,1240.323805540477,1100484.0,0.0,False,,2,1,3,6161.69,-0.0031496285323984186
P0,2025-06-11,11676092.186330922,11676092.186330922,0.0,,0,0.0,0.0,0.0,0.0,0.0,1237.1472589534326,1105920.0,0.0,False,,2,1,3,6186.51,0.0024965321295979948
P0,2025-06-12,11677812.106784249,11677812.106784249,0.0,,0,0.0,0.0,0.0,0.0,0.0,1239.920453326215,1108224.0,0.0,False,,2,1,3,6192.22,0.00014730274700469614
P0,2025-06-13,11637531.958722875,11637531.958722875,0.0,,0,0.0,0.0,0.0,0.0,0.0,1239.8519386262155,1095156.0,0.0,False,,2,1,3,6106.01,-0.0034492889329820198
P0,2025-06-16,11665888.618575472,11665888.618575472,0.0,,0,0.0,0.0,0.0,0.0,0.0,1236.6598525972033,1102931.9999999998,0.0,False,,2,1,3,6147.46,0.002436655809253674
P0,2025-06-17,11667117.576615904,11667117.576615904,0.0,,0,0.0,0.0,0.0,0.0,0.0,1239.0740404310768,1086948.0,0.0,False,,2,1,3,6141.47,0.00010534628613489971
P0,2025-06-18,11664398.669800239,11664398.669800239,0.0,,0,0.0,0.0,0.0,0.0,0.0,1241.0931843352957,1086443.9999999998,0.0,False,,2,1,3,6135.39,-0.00023304014876079915
P0,2025-06-19,11623999.503167778,11623999.503167778,0.0,,0,0.0,0.0,0.0,0.0,0.0,1240.833367540021,1074815.9999999998,0.0,False,,2,1,3,6048.22,-0.003463459006854408
P0,2025-06-20,11612636.96157062,11612636.96157062,0.0,,0,0.0,0.0,0.0,0.0,0.0,1237.4584028426837,1068264.0,0.0,False,,2,1,3,5999.59,-0.0009775070614946868
P0,2025-06-23,11652033.855679069,11652033.855679069,0.0,,0,0.0,0.0,0.0,0.0,0.0,1236.894108447782,1080251.9999999998,0.0,False,,2,1,3,6078.22,0.0033925881123144652
P0,2025-06-24,11726953.964952588,11726953.964952588,0.0,,0,0.0,0.0,0.0,0.0,0.0,1240.109273518798,1104156.0,0.0,False,,2,1,3,6194.67,0.006429788155567717
P0,2025-06-25,11788080.05860519,11788080.05860519,0.0,,0,0.0,0.0,0.0,0.0,0.0,1246.0936526019661,1123020.0,0.0,False,,2,1,3,6276.16,0.005212444240446867
P0,2025-06-26,11782086.873758333,11782086.873758333,0.0,,0,0.0,0.0,0.0,0.0,0.0,1251.0511531418356,745416.0,0.0,False,,2,0,2,6247.79,-0.000508410599271647
P0,2025-06-27,11790021.516240193,11790021.516240193,0.0,,0,0.0,0.0,0.0,0.0,0.0,1294.6424818603462,747624.0,0.0,False,,2,0,2,6276.94,0.0006734496670137702
P0,2025-06-30,11813236.830478484,11813236.830478484,0.0,,0,0.0,0.0,0.0,0.0,0.0,1295.3142382912704,753960.0,0.0,False,,2,0,2,6356.18,0.001969064620137795
P0,2025-07-01,11813574.124723023,11813574.124723023,0.0,,0,0.0,0.0,0.0,0.0,0.0,1297.2942445384006,754416.0,0.0,False,,2,0,2,6373.77,2.8552229112133176e-05
P0,2025-07-02,11800791.405042935,11800791.405042935,0.0,,0,0.0,0.0,0.0,0.0,0.0,1297.2803199124317,751464.0,0.0,False,,2,0,2,6309.48,-0.001082036608492265
P0,2025-07-03,11813447.532182919,11813447.532182919,0.0,,0,0.0,0.0,0.0,0.0,0.0,1296.127139984292,753527.9999999999,0.0,False,,2,0,2,6342.64,0.0010724812180455956
P0,2025-07-04,11806344.901818754,11806344.901818754,0.0,,0,0.0,0.0,0.0,0.0,0.0,1297.3696358352186,751440.0,0.0,False,,2,0,2,6312.2,-0.0006012326498945342
P0,2025-07-07,11811641.683219824,11811641.683219824,0.0,,0,0.0,0.0,0.0,0.0,0.0,1296.7814010699951,752064.0,0.0,False,,2,0,2,6327.14,0.0004486385452160402
P0,2025-07-08,11853179.012755506,11853179.012755506,0.0,,0,0.0,0.0,0.0,0.0,0.0,1297.329535682277,765576.0,0.0,False,,2,0,2,6407.7,0.003516643210968118
P0,2025-07-09,11852559.629766423,11852559.629766423,0.0,,0,0.0,0.0,0.0,0.0,0.0,1300.617010918247,763056.0,0.0,False,,2,0,2,6390.47,-5.225458827673446e-05
P0,2025-07-10,11862340.469726775,11862340.469726775,0.0,,0,0.0,0.0,0.0,0.0,0.0,1300.8399603522043,765024.0,0.0,False,,2,0,2,6406.57,0.0008252090911897714
P0,2025-07-11,11891242.22616227,11891242.22616227,0.0,,0,0.0,0.0,0.0,0.0,0.0,1301.7564354951478,774336.0,0.0,False,,2,0,2,6461.1,0.002436429514837579
P0,2025-07-14,11890706.280548949,11890706.280548949,0.0,,0,0.0,0.0,0.0,0.0,0.0,1304.0543866781438,773064.0,0.0,False,,2,0,2,6462.31,-4.507061609948515e-05
P0,2025-07-15,11880059.42927754,11880059.42927754,0.0,,0,0.0,0.0,0.0,0.0,0.0,1304.1407285912853,762336.0,0.0,False,,2,0,2,6442.83,-0.0008953926722440331
P0,2025-07-16,11890323.579525178,11890323.579525178,0.0,,0,0.0,0.0,0.0,0.0,0.0,1304.150247638522,764736.0,0.0,False,,2,0,2,6462.06,0.0008639813890445325
P0,2025-07-17,11924748.652266847,11924748.652266847,0.0,,0,0.0,0.0,0.0,0.0,0.0,1305.072741668722,775920.0,0.0,False,,2,0,2,6535.67,0.0028952174860024105
P0,2025-07-18,11934136.45127266,11934136.45127266,0.0,,0,0.0,0.0,0.0,0.0,0.0,1307.7990058148164,778800.0,0.0,False,,2,0,2,6552.07,0.0007872534071424742
P0,2025-07-21,11962245.013667468,11962245.013667468,0.0,,0,0.0,0.0,0.0,0.0,0.0,1308.5623948070865,784272.0,0.0,False,,2,0,2,6612.26,0.002355307609358759
P0,2025-07-22,11972676.231415112,11972676.231415112,0.0,,0,0.0,0.0,0.0,0.0,0.0,1311.2177476444426,790800.0,0.0,False,,2,0,2,6637.1,0.0008720117114910941
P0,2025-07-23,11975107.907024695,11975107.907024695,0.0,,0,0.0,0.0,0.0,0.0,0.0,1311.6756095821456,788207.9999999999,0.0,False,,2,0,2,6607.22,0.00020310209368257226
P0,2025-07-24,12014580.171930082,12014580.171930082,0.0,,0,0.0,0.0,0.0,0.0,0.0,1312.2649053882494,801096.0,0.0,False,,2,0,2,6701.12,0.0032961928369958926
P0,2025-07-25,12016295.555268474,12016295.555268474,0.0,,0,0.0,0.0,0.0,0.0,0.0,1315.3833383912101,800183.9999999999,0.0,False,,2,0,2,6706.61,0.0001427751376947839
P0,2025-07-28,12020811.24680869,12020811.24680869,0.0,,0,0.0,0.0,0.0,0.0,0.0,1315.6915402144703,800952.0,0.0,False,,2,0,2,6729.98,0.00037579730953241075
P0,2025-07-29,12034207.37796704,12034207.37796704,0.0,,0,0.0,0.0,0.0,0.0,0.0,1316.1311583504435,807720.0,0.0,False,,2,0,2,6773.88,0.001114411572006535
P0,2025-07-30,12019684.28662979,12019684.28662979,0.0,,0,0.0,0.0,0.0,0.0,0.0,1316.9086627510997,801072.0,0.0,False,,2,0,2,6718.48,-0.001206817439745822
P0,2025-07-31,11995800.27151508,11995800.27151508,0.0,,0,0.0,0.0,0.0,0.0,0.0,1315.984885290455,793464.0,0.0,False,,2,0,2,6661.19,-0.001987075079940115
P0,2025-08-01,12006074.347163351,12006074.347163351,0.0,,0,0.0,0.0,0.0,0.0,0.0,1314.0756482710738,794016.0,0.0,False,,2,0,2,6670.47,0.0008564727167612585
P0,2025-08-04,12035069.563247202,12035069.563247202,0.0,,0,0.0,0.0,0.0,0.0,0.0,1315.2160838507955,805416.0,0.0,False,,2,0,2,6739.69,0.0024150455215781186
P0,2025-08-05,12056466.843315246,12056466.843315246,0.0,,0,0.0,0.0,0.0,0.0,0.0,1317.2800680431508,810527.9999999999,0.0,False,,2,0,2,6787.48,0.0017779107927540228
P0,2025-08-06,12096026.033707121,12096026.033707121,0.0,,0,0.0,0.0,0.0,0.0,0.0,1319.1903918759665,820127.9999999999,0.0,False,,2,0,2,6861.31,0.003281159472835915
P0,2025-08-07,12091508.738423293,12091508.738423293,0.0,,0,0.0,0.0,0.0,0.0,0.0,1322.7047161724067,819360.0,0.0,False,,2,0,2,6862.15,-0.0003734528407296489
P0,2025-08-08,12090351.003333205,12090351.003333205,0.0,,0,0.0,0.0,0.0,0.0,0.0,1322.2649099113519,817224.0,0.0,False,,2,0,2,6838.13,-9.574777764576048e-05
P0,2025-08-11,12137113.382997224,12137113.382997224,0.0,,0,0.0,0.0,0.0,0.0,0.0,1322.3796640183984,831071.9999999999,0.0,False,,2,0,2,6943.94,0.003867743761213127
P0,2025-08-12,12146366.111640215,12146366.111640215,0.0,,0,0.0,0.0,0.0,0.0,0.0,1326.2406429915447,826032.0,0.0,False,,2,0,2,6963.61,0.0007623500210480749
P0,2025-08-13,12192414.028873356,12192414.028873356,0.0,,0,0.0,0.0,0.0,0.0,0.0,1327.9172331421958,840216.0,0.0,False,,2,0,2,7064.33,0.0037910858943246417
P0,2025-08-14,12170065.683862327,12170065.683862327,0.0,,0,0.0,0.0,0.0,0.0,0.0,1331.6549889709565,831503.9999999999,0.0,False,,2,0,2,6976.49,-0.0018329713015080573
P0,2025-08-15,12225955.739257384,12225955.739257384,0.0,,0,0.0,0.0,0.0,0.0,0.0,1330.055395058035,850343.9999999999,0.0,False,,2,0,2,7117.5,0.004592420192864655
P0,2025-08-18,12270170.140761537,12270170.140761537,0.0,,0,0.0,0.0,0.0,0.0,0.0,1334.4015041536472,862127.9999999999,0.0,False,,2,0,2,7237.6,0.0036164372297031733
P0,2025-08-19,12274548.346472228,12274548.346472228,0.0,,0,0.0,0.0,0.0,0.0,0.0,1338.2057106912268,861287.9999999999,0.0,False,,2,0,2,7242.85,0.0003568170335426224
P0,2025-08-20,12294367.164297828,12294367.164297828,0.0,,0,0.0,0.0,0.0,0.0,0.0,1338.817825600643,873119.9999999999,0.0,False,,2,0,2,7305.46,0.0016146270531653961
P0,2025-08-21,12277146.91900682,12277146.91900682,0.0,,0,0.0,0.0,0.0,0.0,0.0,1339.754708993305,864264.0,0.0,False,,2,0,2,7253.34,-0.0014006613810114699
P0,2025-08-22,12331445.692558778,12331445.692558778,0.0,,0,0.0,0.0,0.0,0.0,0.0,1338.7735519572475,881832.0,0.0,False,,2,0,2,7362.94,0.0044227517932440286
P0,2025-08-25,12374148.774766885,12374148.774766885,0.0,,0,0.0,0.0,0.0,0.0,0.0,1343.0822081069043,889464.0,0.0,False,,2,0,2,7477.73,0.0034629420809819678
P0,2025-08-26,12383095.970943183,12383095.970943183,0.0,,0,0.0,0.0,0.0,0.0,0.0,1347.1961762981084,889848.0,0.0,False,,2,0,2,7476.47,0.0007230554876260786
P0,2025-08-27,12350124.171614194,12350124.171614194,0.0,,0,0.0,0.0,0.0,0.0,0.0,1348.2006710118812,874464.0,0.0,False,,2,0,2,7336.5,-0.0026626458687194487
P0,2025-08-28,12337950.309171027,12337950.309171027,0.0,,0,0.0,0.0,0.0,0.0,0.0,1346.1375568324158,883584.0,0.0,False,,2,0,2,7447.11,-0.0009857279387642803
P0,2025-08-29,12351853.948878713,12351853.948878713,0.0,,0,0.0,0.0,0.0,0.0,0.0,1343.6397076859523,883992.0,0.0,False,,2,0,2,7438.68,0.0011269002840246234
P0,2025-09-01,12366799.171675058,12366799.171675058,0.0,,0,0.0,0.0,0.0,0.0,0.0,1345.2227963442356,885671.9999999999,0.0,False,,2,0,2,7501.15,0.0012099578620505813
