variant,date,nav,cash,option_mv,put_contract,put_qty,put_mark,book_cost,realized_put_pnl,unrealized_put_pnl,put_total_net_pnl,cash_interest,margin_reserve,capital_shortfall,instruction_executed,execution_note,base_lots,grid_lots,total_lots,spot_close,ret
P0,2022-09-08,10022683.288664492,10022683.288664492,0.0,,0,0.0,0.0,0.0,0.0,0.0,1080.1395354001193,824927.9999999999,0.0,False,,2,0,2,6897.1,-0.0015739290717412535
P0,2022-09-09,10037602.219518792,10037602.219518792,0.0,,0,0.0,0.0,0.0,0.0,0.0,1078.9308543007899,829560.0,0.0,False,,2,0,2,6913.58,0.0014885166401670258
P0,2022-09-13,10030613.245068286,10030613.245068286,0.0,,0,0.0,0.0,0.0,0.0,0.0,1080.1375494939573,820367.9999999999,0.0,False,,2,0,2,6904.08,-0.0006962792804158235
P0,2022-09-14,10002253.641040858,10002253.641040858,0.0,,0,0.0,0.0,0.0,0.0,0.0,1080.3959725725852,812040.0,0.0,False,,2,0,2,6829.56,-0.0028273051043385955
P0,2022-09-15,9896931.687231883,9896931.687231883,0.0,,0,0.0,0.0,0.0,0.0,0.0,1078.0461910261067,782232.0,0.0,False,,2,0,2,6619.19,-0.010529822336920347
P0,2022-09-16,9858080.875355681,9858080.875355681,0.0,,0,0.0,0.0,0.0,0.0,0.0,1069.188123797991,765983.9999999999,0.0,False,,2,0,2,6481.24,-0.0039255410771728005
P0,2022-09-19,9819627.412085703,9819627.412085703,0.0,,0,0.0,0.0,0.0,0.0,0.0,1066.536730021811,755783.9999999999,0.0,False,,2,0,2,6399.8,-0.00390070478789728
P0,2022-09-20,9850290.634579554,9850290.634579554,0.0,,0,0.0,0.0,0.0,0.0,0.0,1063.2224938515574,766656.0,0.0,False,,2,0,2,6482.13,0.0031226462275046885
P0,2022-09-21,9872236.178657306,9872236.178657306,0.0,,0,0.0,0.0,0.0,0.0,0.0,1065.5440777514102,769512.0,0.0,False,,2,0,2,6480.6,0.0022279082812757256
P0,2022-09-22,9878903.962009473,9878903.962009473,0.0,,0,0.0,0.0,0.0,0.0,0.0,1067.7833521671369,772296.0,0.0,False,,2,0,2,6487.27,0.0006754076008210763
P0,2022-09-23,9837972.20094385,9837972.20094385,0.0,,0,0.0,0.0,0.0,0.0,0.0,1068.2389343780744,758807.9999999999,0.0,False,,2,0,2,6363.68,-0.00414335043877645
P0,2022-09-26,9815197.220623134,9815197.220623134,0.0,,0,0.0,0.0,0.0,0.0,0.0,1065.0196792834915,750600.0,0.0,False,,2,0,2,6283.59,-0.0023150075905410405
P0,2022-09-27,9857572.555541527,9857572.555541527,0.0,,0,0.0,0.0,0.0,0.0,0.0,1063.3109183925183,1151783.9999999998,0.0,False,,2,1,3,6409.78,0.0043173187421396975
P0,2022-09-28,9771993.77687095,9771993.77687095,0.0,,0,0.0,0.0,0.0,0.0,0.0,1021.2213294224647,1116468.0,0.0,False,,2,1,3,6211.11,-0.008681526632281167
P0,2022-09-29,9757889.102189766,9757889.102189766,0.0,,0,0.0,0.0,0.0,0.0,0.0,1015.3253188167671,1121831.9999999998,0.0,False,,2,1,3,6228.78,-0.001443377370395682
P0,2022-09-30,9703342.143760739,9703342.143760739,0.0,,0,0.0,0.0,0.0,0.0,0.0,1013.0415709732296,1098540.0,0.0,False,,2,1,3,6124.86,-0.005590036723904457
P0,2022-10-10,9617711.519009013,9617711.519009013,0.0,,0,0.0,0.0,0.0,0.0,0.0,1009.3752482737633,1075680.0,0.0,False,,2,1,3,5984.5,-0.008824858845855155
P0,2022-10-11,9629873.531029884,9629873.531029884,0.0,,0,0.0,0.0,0.0,0.0,0.0,1002.0120208706772,1078956.0,0.0,False,,2,1,3,6017.72,0.001264543233266302
P0,2022-10-12,9713916.585412966,9713916.585412966,0.0,,0,0.0,0.0,0.0,0.0,0.0,1003.054383081903,1110455.9999999998,0.0,False,,2,1,3,6192.65,0.008727326907489896
P0,2022-10-13,9780925.803291464,9780925.803291464,0.0,,0,0.0,0.0,0.0,0.0,0.0,1009.217878497244,1123631.9999999998,0.0,False,,2,1,3,6252.22,0.006898269847110283
P0,2022-10-14,9881541.336006347,9881541.336006347,0.0,,0,0.0,0.0,0.0,0.0,0.0,1015.5327148820509,1155240.0,0.0,False,,2,1,3,6406.46,0.010286912991510855
P0,2022-10-17,9915924.963561099,9915924.963561099,0.0,,0,0.0,0.0,0.0,0.0,0.0,1023.6275547520589,1160640.0,0.0,False,,2,1,3,6472.45,0.0034795814120076596
P0,2022-10-18,9934535.315003004,9934535.315003004,0.0,,0,0.0,0.0,0.0,0.0,0.0,1027.0274419046257,1160531.9999999998,0.0,False,,2,1,3,6508.5,0.0018768144686747146
P0,2022-10-19,9917924.53817705,9917924.53817705,0.0,,0,0.0,0.0,0.0,0.0,0.0,1029.2231740456195,1153691.9999999998,0.0,False,,2,1,3,6461.15,-0.0016720235319781507
P0,2022-10-20,9889432.615202688,9889432.615202688,0.0,,0,0.0,0.0,0.0,0.0,0.0,1028.0770256368878,1145880.0,0.0,False,,2,1,3,6429.7,-0.0028727706955915533
P0,2022-10-21,9890338.266396558,9890338.266396558,0.0,,0,0.0,0.0,0.0,0.0,0.0,1025.6511938701847,1147931.9999999998,0.0,False,,2,1,3,6432.33,9.157766973189041e-05
P0,2022-10-24,9869523.783119455,9869523.783119455,0.0,,0,0.0,0.0,0.0,0.0,0.0,1025.516722897876,1144799.9999999998,0.0,False,,2,1,3,6378.43,-0.0021045269349201368
P0,2022-10-25,9876667.225621395,9876667.225621395,0.0,,0,0.0,0.0,0.0,0.0,0.0,1023.4425019396562,1141343.9999999998,0.0,False,,2,1,3,6355.78,0.0007237879617005838
P0,2022-10-26,9957971.911477305,9957971.911477305,0.0,,0,0.0,0.0,0.0,0.0,0.0,1024.6858559097084,1170108.0,0.0,False,,2,1,3,6491.69,0.00823199607707692
P0,2022-10-27,9964162.760550793,9964162.760550793,0.0,,0,0.0,0.0,0.0,0.0,0.0,1030.8490734880158,1165140.0,0.0,False,,2,1,3,6461.61,0.0006216977843001015
P0,2022-10-28,9824794.918598719,9824794.918598719,0.0,,0,0.0,0.0,0.0,0.0,0.0,1032.1580479264542,1120355.9999999998,0.0,False,,2,1,3,6239.93,-0.013986909417401994
P0,2022-10-31,9839855.981610715,9839855.981610715,0.0,,0,0.0,0.0,0.0,0.0,0.0,1021.0630119967452,1131588.0,0.0,False,,2,1,3,6292.62,0.0015329646203083858
P0,2022-11-01,9934237.493786024,9934237.493786024,0.0,,0,0.0,0.0,0.0,0.0,0.0,1021.5121753085585,1164780.0,0.0,False,,2,1,3,6439.82,0.009591757476094642
P0,2022-11-02,9994666.18371836,9994666.18371836,0.0,,0,0.0,0.0,0.0,0.0,0.0,1028.6899323344405,1175759.9999999998,0.0,False,,2,1,3,6524.51,0.006082871480587615
P0,2022-11-03,10018740.674165666,10018740.674165666,0.0,,0,0.0,0.0,0.0,0.0,0.0,1034.4904473077515,1181412.0,0.0,False,,2,1,3,6566.84,0.0024087338190970087
P0,2022-11-04,10118177.325639522,10118177.325639522,0.0,,0,0.0,0.0,0.0,0.0,0.0,1036.6514738553003,1214388.0,0.0,False,,2,1,3,6709.64,0.009925064906636694
P0,2022-11-07,10110701.773194619,10110701.773194619,0.0,,0,0.0,0.0,0.0,0.0,0.0,1044.4475550970405,1208124.0,0.0,False,,2,1,3,6713.64,-0.0007388240198124008
P0,2022-11-08,10094586.078630114,10094586.078630114,0.0,,0,0.0,0.0,0.0,0.0,0.0,1044.305435495748,1207368.0,0.0,False,,2,1,3,6694.96,-0.0015939244303724287
P0,2022-11-09,10092508.582316395,10092508.582316395,0.0,,0,0.0,0.0,0.0,0.0,0.0,1042.5036862799689,1201464.0,0.0,False,,2,1,3,6676.01,-0.000205803021296469
P0,2022-11-10,10055151.534865769,10055151.534865769,0.0,,0,0.0,0.0,0.0,0.0,0.0,1042.9525493733709,1190880.0,0.0,False,,2,1,3,6603.31,-0.0037014630352736333
P0,2022-11-11,10096151.346837245,10096151.346837245,0.0,,0,0.0,0.0,0.0,0.0,0.0,1039.8119714767465,1196099.9999999998,0.0,False,,2,1,3,6643.48,0.00407749319632944
P0,2022-11-14,10038515.355913546,10038515.355913546,0.0,,0,0.0,0.0,0.0,0.0,0.0,1044.009076301299,1186596.0,0.0,False,,2,1,3,6599.67,-0.00570870908564125
P0,2022-11-15,10137743.970928557,10137743.970928557,0.0,,0,0.0,0.0,0.0,0.0,0.0,1038.363015011703,1213704.0,0.0,False,,2,1,3,6752.51,0.009884789881459577
P0,2022-11-16,10105070.793959554,10105070.793959554,0.0,,0,0.0,0.0,0.0,0.0,0.0,1046.8230309969883,1203155.9999999998,0.0,False,,2,1,3,6702.04,-0.0032229238638002977
P0,2022-11-17,10102515.021625124,10102515.021625124,0.0,,0,0.0,0.0,0.0,0.0,0.0,1044.22766556928,1207259.9999999998,0.0,False,,2,1,3,6714.5,-0.00025291978517938407
P0,2022-11-18,10093838.468074664,10093838.468074664,0.0,,0,0.0,0.0,0.0,0.0,0.0,1043.4464495411594,1196351.9999999998,0.0,False,,2,1,3,6658.4,-0.0008588508437638032
P0,2022-11-21,10107482.176281162,10107482.176281162,0.0,,0,0.0,0.0,0.0,0.0,0.0,1043.7082064969131,1203299.9999999998,0.0,False,,2,1,3,6689.33,0.0013516867987981573
P0,2022-11-22,10024646.669919098,10024646.669919098,0.0,,0,0.0,0.0,0.0,0.0,0.0,1044.493637936287,1180296.0,0.0,False,,2,1,3,6583.23,-0.008195464005511743
P0,2022-11-23,10026284.145099133,10026284.145099133,0.0,,0,0.0,0.0,0.0,0.0,0.0,1037.4751800357076,1179612.0,0.0,False,,2,1,3,6567.99,0.00016334492715319726
P0,2022-11-24,10038121.89259683,10038121.89259683,0.0,,0,0.0,0.0,0.0,0.0,0.0,1037.7474976959002,1180655.9999999998,0.0,False,,2,1,3,6586.86,0.0011806714557838216
P0,2022-11-25,10001480.906241193,10001480.906241193,0.0,,0,0.0,0.0,0.0,0.0,0.0,1039.0136443635713,1169459.9999999998,0.0,False,,2,1,3,6512.16,-0.003650183445437105
P0,2022-11-28,9989916.93509416,9989916.93509416,0.0,,0,0.0,0.0,0.0,0.0,0.0,1036.0288529655882,1168559.9999999998,0.0,False,,2,1,3,6492.71,-0.001156225888489959
P0,2022-11-29,10061751.713023705,10061751.713023705,0.0,,0,0.0,0.0,0.0,0.0,0.0,1034.7779295458176,1187459.9999999998,0.0,False,,2,1,3,6594.32,0.0071907282509220405
P0,2022-11-30,10047072.700399293,10047072.700399293,0.0,,0,0.0,0.0,0.0,0.0,0.0,1040.9873755879553,1184904.0,0.0,False,,2,1,3,6590.31,-0.0014588923522543817
P0,2022-12-01,10108352.265700476,10108352.265700476,0.0,,0,0.0,0.0,0.0,0.0,0.0,1039.5653011842498,1199159.9999999998,0.0,False,,2,1,3,6658.43,0.0060992457334112515
P0,2022-12-02,10119837.347040508,10119837.347040508,0.0,,0,0.0,0.0,0.0,0.0,0.0,1045.0813400318154,1202724.0,0.0,False,,2,1,3,6680.54,0.001136197180128251
P0,2022-12-05,10124243.357552798,10124243.357552798,0.0,,0,0.0,0.0,0.0,0.0,0.0,1046.010512290586,1206540.0,0.0,False,,2,1,3,6714.37,0.00043538353050487366
P0,2022-12-06,10120009.437275514,10120009.437275514,0.0,,0,0.0,0.0,0.0,0.0,0.0,1046.079722714879,1205604.0,0.0,False,,2,1,3,6703.55,-0.0004181962175104914
P0,2022-12-07,10122495.130139932,10122495.130139932,0.0,,0,0.0,0.0,0.0,0.0,0.0,1045.6928644184234,1205135.9999999998,0.0,False,,2,1,3,6705.29,0.00024562159549601503
P0,2022-12-08,10101461.169483492,10101461.169483492,0.0,,0,0.0,0.0,0.0,0.0,0.0,1046.039343560946,1199483.9999999998,0.0,False,,2,1,3,6662.34,-0.002077942284586576
P0,2022-12-09,10117265.404465942,10117265.404465942,0.0,,0,0.0,0.0,0.0,0.0,0.0,1044.2349824498901,1203264.0,0.0,False,,2,1,3,6680.38,0.0015645493970906088
P0,2022-12-12,10111351.049935812,10111351.049935812,0.0,,0,0.0,0.0,0.0,0.0,0.0,1045.6454698693497,1197828.0,0.0,False,,2,1,3,6655.67,-0.0005845803479187506
P0,2022-12-13,10075005.551292919,10075005.551292919,0.0,,0,0.0,0.0,0.0,0.0,0.0,1045.589357106436,1184399.9999999998,0.0,False,,2,1,3,6593.67,-0.0035945244570579904
P0,2022-12-14,10047608.452342322,10047608.452342322,0.0,,0,0.0,0.0,0.0,0.0,0.0,1042.9010494038287,1177020.0,0.0,False,,2,1,3,6570.02,-0.0027193135339841357
P0,2022-12-15,10070249.00531168,10070249.00531168,0.0,,0,0.0,0.0,0.0,0.0,0.0,1040.5529693567319,1182059.9999999998,0.0,False,,2,1,3,6597.55,0.002253327553192852
P0,2022-12-16,10035771.622891264,10035771.622891264,0.0,,0,0.0,0.0,0.0,0.0,0.0,1042.6175795855775,1175724.0,0.0,False,,2,1,3,6519.44,-0.0034236871801510693
P0,2022-12-19,9970210.939382179,9970210.939382179,0.0,,0,0.0,0.0,0.0,0.0,0.0,1039.3164909152274,1155059.9999999998,0.0,False,,2,1,3,6390.77,-0.006532699823453836
P0,2022-12-20,9946164.98932538,9946164.98932538,0.0,,0,0.0,0.0,0.0,0.0,0.0,1034.0499432007618,1143071.9999999998,0.0,False,,2,1,3,6341.58,-0.0024117794701632445
P0,2022-12-21,9908557.624826258,9908557.624826258,0.0,,0,0.0,0.0,0.0,0.0,0.0,1032.635500877869,1134396.0,0.0,False,,2,1,3,6289.14,-0.0037810919625286266
P0,2022-12-22,9854506.866570633,9854506.866570633,0.0,,0,0.0,0.0,0.0,0.0,0.0,1029.2417443758238,1117080.0,0.0,False,,2,1,3,6186.93,-0.005454957250306425
P0,2022-12-23,9827211.79919144,9827211.79919144,0.0,,0,0.0,0.0,0.0,0.0,0.0,1024.9326208056284,1109735.9999999998,0.0,False,,2,1,3,6160.75,-0.002769805506126932
P0,2022-12-26,9909114.391477946,9909114.391477946,0.0,,0,0.0,0.0,0.0,0.0,0.0,1022.5922865070876,1131335.9999999998,0.0,False,,2,1,3,6275.52,0.008334265502779381
P0,2022-12-27,9935104.057482483,9935104.057482483,0.0,,0,0.0,0.0,0.0,0.0,0.0,1029.6660045361393,1140515.9999999998,0.0,False,,2,1,3,6325.63,0.0026228041152585035
P0,2022-12-28,9908055.69532327,9908055.69532327,0.0,,0,0.0,0.0,0.0,0.0,0.0,1031.6378407867883,1132812.0,0.0,False,,2,1,3,6268.47,-0.002722504163289785
P0,2022-12-29,9907885.063998533,9907885.063998533,0.0,,0,0.0,0.0,0.0,0.0,0.0,1029.368675263754,1128455.9999999998,0.0,False,,2,1,3,6261.83,-1.722147411997721e-05
P0,2022-12-30,9910114.923633087,9910114.923633087,0.0,,0,0.0,0.0,0.0,0.0,0.0,1029.8596345531287,1131443.9999999998,0.0,False,,2,1,3,6281.62,0.0002250590938581709
P0,2023-01-03,9997064.69433496,9997064.69433496,0.0,,0,0.0,0.0,0.0,0.0,0.0,1029.7707018726542,1155599.9999999998,0.0,False,,2,1,3,6423.7,0.00877384080526844
P0,2023-01-04,9985861.830979342,9985861.830979342,0.0,,0,0.0,0.0,0.0,0.0,0.0,1037.1366443816526,1154591.9999999998,0.0,False,,2,1,3,6421.28,-0.001120615270396974
P0,2023-01-05,10033817.771728389,10033817.771728389,0.0,,0,0.0,0.0,0.0,0.0,0.0,1035.940749048004,1168271.9999999998,0.0,False,,2,1,3,6485.47,0.004802383766243645
P0,2023-01-06,10043497.733172582,10043497.733172582,0.0,,0,0.0,0.0,0.0,0.0,0.0,1039.9614441930366,1170935.9999999998,0.0,False,,2,1,3,6500.32,0.0009647336302507359
P0,2023-01-09,10062778.51761511,10062778.51761511,0.0,,0,0.0,0.0,0.0,0.0,0.0,1040.7844425265598,1173275.9999999998,0.0,False,,2,1,3,6535.75,0.001919728062350634
P0,2023-01-10,10067661.289274566,10067661.289274566,0.0,,0,0.0,0.0,0.0,0.0,0.0,1042.7716594569372,1175796.0,0.0,False,,2,1,3,6540.2,0.0004852309579217451
P0,2023-01-11,10045544.338095913,10045544.338095913,0.0,,0,0.0,0.0,0.0,0.0,0.0,1043.0488213475342,1168991.9999999998,0.0,False,,2,1,3,6486.9,-0.002196831075576111
P0,2023-01-12,10048865.590651218,10048865.590651218,0.0,,0,0.0,0.0,0.0,0.0,0.0,1041.2525553045125,1168559.9999999998,0.0,False,,2,1,3,6489.57,0.00033061947103352196
P0,2023-01-13,10059507.283476986,10059507.283476986,0.0,,0,0.0,0.0,0.0,0.0,0.0,1041.6928257682084,1177631.9999999998,0.0,False,,2,1,3,6517.51,0.001058994443678074
P0,2023-01-16,10111909.160433553,10111909.160433553,0.0,,0,0.0,0.0,0.0,0.0,0.0,1041.8769565662503,1187531.9999999998,0.0,False,,2,1,3,6591.81,0.005209189225662936
P0,2023-01-17,10116003.015018132,10116003.015018132,0.0,,0,0.0,0.0,0.0,0.0,0.0,1046.8625845781905,1189548.0,0.0,False,,2,1,3,6597.49,0.0004048547627977239
P0,2023-01-18,10136130.121342769,10136130.121342769,0.0,,0,0.0,0.0,0.0,0.0,0.0,1047.1063246377694,1194804.0,0.0,False,,2,1,3,6613.01,0.0019896303208646327
P0,2023-01-19,10175818.972103408,10175818.972103408,0.0,,0,0.0,0.0,0.0,0.0,0.0,1048.8507606384765,1209059.9999999998,0.0,False,,2,1,3,6676.08,0.0039155822079541824
P0,2023-01-20,10212630.806231894,10212630.806231894,0.0,,0,0.0,0.0,0.0,0.0,0.0,1051.8341284860965,1219968.0,0.0,False,,2,1,3,6736.85,0.0036175795018960066
P0,2023-01-30,10235165.678976325,10235165.678976325,0.0,,0,0.0,0.0,0.0,0.0,0.0,1054.8727444319195,1222704.0,0.0,False,,2,1,3,6786.45,0.0022065688236454495
P0,2023-01-31,10248102.87420206,10248102.87420206,0.0,,0,0.0,0.0,0.0,0.0,0.0,1057.195225734577,1227240.0,0.0,False,,2,1,3,6805.28,0.001263994705264837
P0,2023-02-01,10303161.054919194,10303161.054919194,0.0,,0,0.0,0.0,0.0,0.0,0.0,1058.1807171352038,1246068.0,0.0,False,,2,1,3,6916.72,0.0053725242020876696
P0,2023-02-02,10318263.48557108,10318263.48557108,0.0,,0,0.0,0.0,0.0,0.0,0.0,1062.430651886217,1247040.0,0.0,False,,2,1,3,6933.23,0.001465805549518695
P0,2023-02-03,10307687.57377496,10307687.57377496,0.0,,0,0.0,0.0,0.0,0.0,0.0,1064.0882038797633,1245599.9999999998,0.0,False,,2,1,3,6925.08,-0.0010249701232102337
P0,2023-02-06,10290150.590302456,10290150.590302456,0.0,,0,0.0,0.0,0.0,0.0,0.0,1063.0165274968144,1240848.0,0.0,False,,2,1,3,6891.41,-0.0017013499242178876
P0,2023-02-07,10298292.10710391,10298292.10710391,0.0,,0,0.0,0.0,0.0,0.0,0.0,1061.5168014541778,1244304.0,0.0,False,,2,1,3,6924.32,0.000791195107399778
P0,2023-02-08,10284474.173533887,10284474.173533887,0.0,,0,0.0,0.0,0.0,0.0,0.0,1062.066429976222,1235843.9999999998,0.0,False,,2,1,3,6877.72,-0.0013417694338356823
P0,2023-02-09,10368815.611458357,10368815.611458357,0.0,,0,0.0,0.0,0.0,0.0,0.0,1061.43792446998,1263743.9999999998,0.0,False,,2,1,3,6999.18,0.008200850767996926
P0,2023-02-10,10345763.67017311,10345763.67017311,0.0,,0,0.0,0.0,0.0,0.0,0.0,1068.058714752677,1255968.0,0.0,False,,2,1,3,6975.39,-0.0022231990758686537
P0,2023-02-13,10385109.936963217,10385109.936963217,0.0,,0,0.0,0.0,0.0,0.0,0.0,1066.2667901076004,1267128.0,0.0,False,,2,1,3,7052.18,0.00380312831845786
P0,2023-02-14,10399253.9061071,10399253.9061071,0.0,,0,0.0,0.0,0.0,0.0,0.0,1069.5731438812086,1266804.0,0.0,False,,2,1,3,7061.45,0.0013619469827219621
P0,2023-02-15,10393005.176397493,10393005.176397493,0.0,,0,0.0,0.0,0.0,0.0,0.0,1071.2702903934282,1265471.9999999998,0.0,False,,2,1,3,7063.6,-0.0006008825023434694
P0,2023-02-16,10338755.869937232,10338755.869937232,0.0,,0,0.0,0.0,0.0,0.0,0.0,1070.6935397385712,1243655.9999999998,0.0,False,,2,1,3,6925.2,-0.0052197901896038346
P0,2023-02-17,10302862.758929672,10302862.758929672,0.0,,0,0.0,0.0,0.0,0.0,0.0,1066.8889924388518,1232964.0,0.0,False,,2,1,3,6868.55,-0.0034717050541767103
P0,2023-02-20,10329486.691738196,10329486.691738196,0.0,,0,0.0,0.0,0.0,0.0,0.0,1063.9328085249108,1245959.9999999998,0.0,False,,2,1,3,6959.36,0.002584129618289799
P0,2023-02-21,10338712.223153852,10338712.223153852,0.0,,0,0.0,0.0,0.0,0.0,0.0,1065.531415655237,1248335.9999999998,0.0,False,,2,1,3,6990.48,0.0008931258339328618
