variant,date,desired_contract,target_qty,cap_qty,raw_full_qty,protected_lots,cap_binding,selected_strike,selected_settle,atm_strike,atm_settle,gain_points,dte
P-core,2026-02-10,MO2603-P-4900,48,1454,48,2,False,4900.0,2.2,8300.0,284.8,282.6,37
P-core,2026-02-11,MO2603-P-4900,57,1454,57,2,False,4900.0,2.2,8200.0,236.8,234.60000000000002,36
P-core,2026-02-12,MO2603-P-4900,59,1600,59,2,False,4900.0,2.0,8300.0,234.2,232.2,35
P-core,2026-02-13,MO2603-P-4900,50,1333,50,2,False,4900.0,2.4,8200.0,267.4,265.0,34
P-core,2026-02-24,MO2604-P-7100,17,108,17,2,False,7100.0,29.6,8300.0,326.2,296.59999999999997,51
P-core,2026-02-25,MO2604-P-7100,20,149,20,2,False,7100.0,21.4,8400.0,297.8,276.40000000000003,50
P-core,2026-02-26,MO2604-P-7100,19,183,19,2,False,7100.0,17.4,8500.0,326.0,308.6,49
P-core,2026-02-27,MO2604-P-7100,19,213,19,2,False,7100.0,15.0,8600.0,334.4,319.4,48
P-core,2026-03-02,MO2604-P-7100,19,177,19,2,False,7100.0,18.0,8500.0,322.4,304.4,45
P-core,2026-03-03,MO2604-P-7100,17,87,17,2,False,7100.0,36.4,8100.0,288.2,251.79999999999998,44
P-core,2026-03-04,MO2604-P-7100,15,70,15,2,False,7100.0,45.2,8100.0,325.8,280.6,43
P-core,2026-03-05,MO2604-P-7100,16,86,16,2,False,7100.0,36.8,8200.0,308.8,272.0,42
P-core,2026-03-06,MO2604-P-7100,20,99,20,2,False,7100.0,32.2,8200.0,267.6,235.40000000000003,41
P-core,2026-03-09,MO2604-P-7100,18,71,18,2,False,7100.0,44.6,8200.0,294.0,249.4,38
P-core,2026-03-10,MO2604-P-7100,19,115,19,2,False,7100.0,27.6,8400.0,305.2,277.59999999999997,37
P-core,2026-03-11,MO2604-P-7100,18,105,18,2,False,7100.0,30.2,8400.0,318.0,287.8,36
P-core,2026-03-12,MO2604-P-7100,19,111,19,2,False,7100.0,28.6,8300.0,295.4,266.79999999999995,35
P-core,2026-03-13,MO2604-P-7100,18,90,18,2,False,7100.0,35.2,8200.0,286.6,251.40000000000003,34
P-core,2026-03-16,MO2604-P-7100,19,122,19,2,False,7100.0,26.2,8200.0,272.4,246.2,31
P-core,2026-03-17,MO2604-P-7100,17,97,17,2,False,7100.0,32.8,8000.0,255.0,222.2,30
P-core,2026-03-18,MO2605-P-7200,13,39,13,2,False,7200.0,82.0,8100.0,363.8,281.8,57
P-core,2026-03-19,MO2605-P-7200,12,27,12,2,False,7200.0,114.8,7900.0,360.8,246.0,56
P-core,2026-03-20,MO2605-P-7100,11,27,11,2,False,7100.0,115.6,7800.0,365.0,249.4,55
P-core,2026-03-23,MO2605-P-7000,11,11,11,2,False,7000.0,273.6,7400.0,432.0,158.39999999999998,52
P-core,2026-03-24,MO2605-P-6600,14,45,14,2,False,6600.0,71.0,7600.0,369.8,298.8,51
P-core,2026-03-25,MO2605-P-6600,14,62,14,2,False,6600.0,51.0,7800.0,386.6,335.6,50
P-core,2026-03-26,MO2605-P-6600,16,46,16,2,False,6600.0,68.8,7600.0,343.2,274.4,49
P-core,2026-03-27,MO2605-P-6600,18,57,18,2,False,6600.0,55.6,7700.0,325.0,269.4,48
P-core,2026-03-30,MO2605-P-6600,15,55,15,2,False,6600.0,57.6,7800.0,382.6,325.0,45
P-core,2026-03-31,MO2605-P-6600,16,48,16,2,False,6600.0,65.6,7600.0,337.0,271.4,44
P-core,2026-04-01,MO2605-P-6600,16,83,16,2,False,6600.0,38.4,7800.0,347.4,309.0,43
P-core,2026-04-02,MO2605-P-6600,16,55,16,2,False,6600.0,57.8,7600.0,329.8,272.0,42
P-core,2026-04-03,MO2605-P-6600,16,46,16,2,False,6600.0,69.4,7500.0,311.0,241.6,41
P-core,2026-04-07,MO2605-P-6600,17,58,17,2,False,6600.0,55.0,7600.0,303.0,248.0,37
P-core,2026-04-08,MO2605-P-6600,20,190,20,2,False,6600.0,16.8,8000.0,301.2,284.4,36
P-core,2026-04-09,MO2605-P-6600,22,181,22,2,False,6600.0,17.6,7900.0,265.0,247.4,35
P-core,2026-04-10,MO2605-P-6600,23,190,23,2,False,6600.0,16.8,8000.0,268.0,251.2,34
P-core,2026-04-13,MO2605-P-6600,24,170,24,2,False,6600.0,18.8,8000.0,260.4,241.59999999999997,31
P-core,2026-04-14,MO2605-P-6600,27,228,27,2,False,6600.0,14.0,8100.0,250.8,236.8,30
P-core,2026-04-15,MO2605-P-6600,26,253,26,2,False,6600.0,12.6,8100.0,250.6,238.0,29
P-core,2026-04-16,MO2605-P-6600,30,457,30,2,False,6600.0,7.0,8200.0,225.2,218.2,28
P-core,2026-04-17,MO2605-P-6600,32,470,32,2,False,6600.0,6.8,8300.0,222.8,216.0,27
P-core,2026-04-20,MO2606-P-5200,30,470,30,2,False,5200.0,6.8,8400.0,431.2,424.4,59
P-core,2026-04-21,MO2606-P-5200,31,551,31,2,False,5200.0,5.8,8400.0,425.6,419.8,58
P-core,2026-04-22,MO2606-P-5200,34,695,34,2,False,5200.0,4.6,8500.0,401.8,397.2,57
P-core,2026-04-23,MO2606-P-5200,33,727,33,2,False,5200.0,4.4,8400.0,398.8,394.40000000000003,56
P-core,2026-04-24,MO2606-P-5200,35,727,35,2,False,5200.0,4.4,8300.0,368.6,364.20000000000005,55
P-core,2026-04-27,MO2606-P-5200,38,888,38,2,False,5200.0,3.6,8300.0,341.6,338.0,52
P-core,2026-04-28,MO2606-P-5200,38,888,38,2,False,5200.0,3.6,8200.0,324.8,321.2,51
P-core,2026-04-29,MO2606-P-5200,42,1000,42,2,False,5200.0,3.2,8300.0,303.2,300.0,50
P-core,2026-04-30,MO2606-P-5200,39,1142,39,2,False,5200.0,2.8,8400.0,336.4,333.59999999999997,49
P-core,2026-05-06,MO2606-P-5200,43,1333,43,2,False,5200.0,2.4,8600.0,323.6,321.20000000000005,43
P-core,2026-05-07,MO2606-P-5200,46,1333,46,2,False,5200.0,2.4,8700.0,312.0,309.6,42
P-core,2026-05-08,MO2606-P-5200,46,1333,46,2,False,5200.0,2.4,8700.0,311.8,309.40000000000003,41
P-core,2026-05-11,MO2606-P-5200,40,1333,40,2,False,5200.0,2.4,8900.0,378.0,375.6,38
P-core,2026-05-12,MO2606-P-5200,44,1142,44,2,False,5200.0,2.8,8800.0,338.2,335.4,37
P-core,2026-05-13,MO2606-P-5200,41,1777,41,2,False,5200.0,1.8,9000.0,369.0,367.2,36
P-core,2026-05-14,MO2606-P-5200,46,1600,46,2,False,5200.0,2.0,8800.0,318.0,316.0,35
P-core,2026-05-15,MO2606-P-5200,45,1777,45,2,False,5200.0,1.8,8700.0,314.6,312.8,34
P-core,2026-05-18,MO2606-P-5200,51,1777,51,2,False,5200.0,1.8,8700.0,280.8,279.0,31
P-core,2026-05-19,MO2606-P-5200,52,2000,52,2,False,5200.0,1.6,8800.0,282.6,281.0,30
P-core,2026-05-20,MO2607-P-7400,15,67,15,2,False,7400.0,47.2,8800.0,432.6,385.40000000000003,58
P-core,2026-05-21,MO2607-P-7400,14,47,14,2,False,7400.0,67.8,8500.0,403.0,335.2,57
P-core,2026-05-22,MO2607-P-7400,14,66,14,2,False,7400.0,48.4,8700.0,424.0,375.6,56
P-core,2026-05-25,MO2607-P-7400,15,82,15,2,False,7400.0,38.8,8800.0,434.8,396.0,53
P-core,2026-05-26,MO2607-P-7400,14,74,14,2,False,7400.0,42.8,8700.0,431.0,388.2,52
P-core,2026-05-27,MO2607-P-7400,14,53,14,2,False,7400.0,59.4,8500.0,405.8,346.40000000000003,51
P-core,2026-05-28,MO2607-P-7400,15,70,15,2,False,7400.0,45.4,8600.0,389.4,344.0,50
P-core,2026-05-29,MO2607-P-7400,13,51,13,2,False,7400.0,61.8,8400.0,396.8,335.0,49
P-core,2026-06-01,MO2607-P-7400,14,52,14,2,False,7400.0,60.8,8300.0,349.2,288.4,46
P-core,2026-06-02,MO2607-P-7400,13,55,13,2,False,7400.0,58.0,8400.0,386.0,328.0,45
P-core,2026-06-03,MO2607-P-7400,14,62,14,2,False,7400.0,50.8,8400.0,355.8,305.0,44
P-core,2026-06-04,MO2607-P-7400,14,62,14,2,False,7400.0,50.8,8400.0,356.2,305.4,43
P-core,2026-06-05,MO2607-P-7400,14,54,14,2,False,7400.0,59.2,8300.0,342.8,283.6,42
P-core,2026-06-08,MO2607-P-7400,12,32,12,2,False,7400.0,98.4,8100.0,345.4,246.99999999999997,39
P-core,2026-06-09,MO2607-P-7200,15,76,15,2,False,7200.0,42.0,8300.0,353.0,311.0,37
P-core,2026-06-10,MO2607-P-7200,14,65,14,2,False,7200.0,48.8,8200.0,335.8,287.0,36
P-core,2026-06-11,MO2607-P-7200,13,63,13,2,False,7200.0,50.6,8200.0,349.8,299.2,35
P-core,2026-06-12,MO2607-P-7200,16,93,16,2,False,7200.0,34.4,8200.0,296.8,262.40000000000003,34
P-core,2026-06-15,MO2607-P-7200,18,207,18,2,False,7200.0,15.4,8500.0,315.0,299.6,31
P-core,2026-06-16,MO2607-P-7200,20,216,20,2,False,7200.0,14.8,8600.0,308.8,294.0,30
P-core,2026-06-17,MO2607-P-7200,20,271,20,2,False,7200.0,11.8,8700.0,320.0,308.2,29
P-core,2026-06-18,MO2607-P-7200,21,355,21,2,False,7200.0,9.0,8800.0,320.0,311.0,28
P-core,2026-06-22,MO2608-P-7200,14,90,14,2,False,7200.0,35.2,8900.0,520.4,485.2,59
P-core,2026-06-23,MO2608-P-7200,14,73,14,2,False,7200.0,43.4,8700.0,480.6,437.20000000000005,58
P-core,2026-06-24,MO2608-P-7200,15,87,15,2,False,7200.0,36.6,8800.0,487.2,450.59999999999997,57
P-core,2026-06-25,MO2608-P-7200,16,97,16,2,False,7200.0,32.8,8800.0,451.2,418.4,56
P-core,2026-06-26,MO2608-P-7200,14,74,14,2,False,7200.0,43.0,8600.0,444.2,401.2,55
P-core,2026-06-29,MO2608-P-7200,14,75,14,2,False,7200.0,42.6,8600.0,446.2,403.59999999999997,52
P-core,2026-06-30,MO2608-P-7200,16,111,16,2,False,7200.0,28.6,8800.0,438.6,410.0,51
P-core,2026-07-01,MO2608-P-7200,15,135,15,2,False,7200.0,23.6,8900.0,481.0,457.4,50
P-core,2026-07-02,MO2608-P-7200,16,107,16,2,False,7200.0,29.8,8600.0,396.6,366.8,49
P-core,2026-07-03,MO2608-P-7200,17,113,17,2,False,7200.0,28.2,8600.0,373.6,345.40000000000003,48
P-core,2026-07-06,MO2608-P-7200,15,117,15,2,False,7200.0,27.2,8500.0,387.0,359.8,45
P-core,2026-07-07,MO2608-P-7200,15,94,15,2,False,7200.0,33.8,8300.0,344.0,310.2,44
P-core,2026-07-08,MO2608-P-7200,14,71,14,2,False,7200.0,45.0,8100.0,318.4,273.4,43
P-core,2026-07-09,MO2608-P-7200,15,105,15,2,False,7200.0,30.4,8300.0,336.2,305.8,42
P-core,2026-07-10,MO2608-P-7200,14,90,14,2,False,7200.0,35.2,8200.0,325.2,290.0,41
P-core,2026-07-13,MO2608-P-7200,10,34,10,2,False,7200.0,92.2,7800.0,330.0,237.8,38
P-core,2026-07-14,MO2608-P-7000,15,72,15,2,False,7000.0,44.2,7900.0,303.6,259.40000000000003,37
P-core,2026-07-15,MO2608-P-7000,14,56,14,2,False,7000.0,56.6,7800.0,304.6,248.00000000000003,36
P-core,2026-07-16,MO2608-P-7000,13,35,13,2,False,7000.0,90.0,7600.0,297.6,207.60000000000002,35
P-core,2026-07-17,MO2608-P-6800,9,18,9,2,False,6800.0,176.6,7200.0,360.2,183.6,34
P-core,2026-07-20,MO2608-P-6400,9,20,9,2,False,6400.0,158.4,7000.0,412.8,254.4,31
P-core,2026-07-21,MO2608-P-6200,15,75,15,2,False,6200.0,42.4,7300.0,339.0,296.6,30
P-core,2026-07-22,MO2609-P-6200,12,33,12,2,False,6200.0,96.4,7200.0,437.8,341.4,58
P-core,2026-07-23,MO2609-P-6200,13,48,13,2,False,6200.0,66.0,7200.0,393.0,327.0,57
P-core,2026-07-24,MO2609-P-6200,12,29,12,2,False,6200.0,106.8,7000.0,395.0,288.2,56
P-core,2026-07-27,MO2609-P-6200,15,52,15,2,False,6200.0,60.8,7200.0,349.6,288.8,53
P-core,2026-07-28,MO2609-P-6200,13,31,13,2,False,6200.0,102.6,7000.0,369.0,266.4,52
P-core,2026-07-29,MO2609-P-6200,13,35,13,2,False,6200.0,89.4,7100.0,378.0,288.6,51
P-core,2026-07-30,MO2609-P-6200,11,21,11,2,False,6200.0,147.8,6900.0,410.4,262.59999999999997,50
P-core,2026-07-31,MO2609-P-6200,13,31,13,2,False,6200.0,101.2,7100.0,390.0,288.8,49
P-core,2026-08-03,MO2609-P-6200,13,38,13,2,False,6200.0,83.4,7100.0,367.4,284.0,46
P-core,2026-08-04,MO2609-P-6200,15,71,15,2,False,6200.0,44.8,7300.0,342.0,297.2,45
P-core,2026-08-05,MO2609-P-6200,18,101,18,2,False,6200.0,31.4,7500.0,327.2,295.8,44
P-core,2026-08-06,MO2609-P-6200,19,99,19,2,False,6200.0,32.2,7500.0,320.0,287.8,43
P-core,2026-08-07,MO2609-P-6200,20,146,20,2,False,6200.0,21.8,7700.0,332.8,311.0,42
P-core,2026-08-10,MO2609-P-6200,21,173,21,2,False,6200.0,18.4,7700.0,315.6,297.20000000000005,39
P-core,2026-08-11,MO2609-P-6200,21,175,21,2,False,6200.0,18.2,7700.0,307.8,289.6,38
P-core,2026-08-12,MO2609-P-6200,22,210,22,2,False,6200.0,15.2,7800.0,316.2,301.0,37
P-core,2026-08-13,MO2609-P-6200,23,192,23,2,False,6200.0,16.6,7700.0,282.0,265.4,36
P-core,2026-08-14,MO2609-P-6200,22,253,22,2,False,6200.0,12.6,7800.0,311.4,298.79999999999995,35
P25,2022-07-22,MO2209-P-6300,4,43,13,2,False,6300.0,72.8,7000.0,305.8,233.0,55
P25,2022-07-25,MO2209-P-6300,4,40,13,2,False,6300.0,78.6,6900.0,287.6,209.00000000000003,52
P25,2022-07-26,MO2209-P-6200,4,84,15,2,False,6200.0,38.0,7000.0,271.0,233.0,51
P25,2022-07-27,MO2209-P-6200,4,93,15,2,False,6200.0,34.2,7100.0,280.6,246.40000000000003,50
P25,2022-07-28,MO2209-P-6200,4,94,14,2,False,6200.0,33.8,7200.0,313.4,279.59999999999997,49
P25,2022-07-29,MO2209-P-6200,4,87,16,2,False,6200.0,36.4,7100.0,270.0,233.6,48
P25,2022-08-01,MO2209-P-6200,4,98,15,2,False,6200.0,32.6,7200.0,296.6,264.0,45
P25,2022-08-02,MO2209-P-6200,4,45,13,2,False,6200.0,71.0,7000.0,314.0,243.0,44
P25,2022-08-03,MO2209-P-6200,4,48,14,2,False,6200.0,66.4,6900.0,276.4,209.99999999999997,43
P25,2022-08-04,MO2209-P-6200,3,56,12,2,False,6200.0,56.4,7000.0,311.4,254.99999999999997,42
P25,2022-08-05,MO2209-P-6200,5,87,17,2,False,6200.0,36.4,7100.0,255.8,219.4,41
P25,2022-08-08,MO2209-P-6200,4,109,16,2,False,6200.0,29.2,7200.0,278.6,249.40000000000003,38
P25,2022-08-09,MO2209-P-6200,5,113,18,2,False,6200.0,28.2,7200.0,263.4,235.2,37
P25,2022-08-10,MO2209-P-6200,5,111,18,2,False,6200.0,28.8,7200.0,256.0,227.2,36
P25,2022-08-11,MO2209-P-6200,5,152,20,2,False,6200.0,21.0,7300.0,248.8,227.8,35
P25,2022-08-12,MO2209-P-6200,6,173,22,2,False,6200.0,18.4,7200.0,213.2,194.79999999999998,34
P25,2022-08-15,MO2209-P-6200,5,266,20,2,False,6200.0,12.0,7300.0,230.0,218.0,31
P25,2022-08-16,MO2209-P-6200,7,363,25,2,False,6200.0,8.8,7300.0,191.8,183.0,30
P25,2022-08-17,MO2209-P-6200,7,444,28,2,False,6200.0,7.2,7300.0,172.6,165.4,29
P25,2022-08-18,MO2209-P-6200,6,400,23,2,False,6200.0,8.0,7400.0,212.2,204.2,28
P25,2022-08-19,MO2209-P-6200,7,266,28,2,False,6200.0,12.0,7200.0,161.0,149.0,27
P25,2022-08-22,MO2210-P-6200,5,129,17,2,False,6200.0,24.8,7300.0,286.6,261.8,59
P25,2022-08-23,MO2210-P-6200,5,131,18,2,False,6200.0,24.4,7300.0,280.6,256.20000000000005,58
P25,2022-08-24,MO2210-P-6200,4,66,15,2,False,6200.0,48.2,7000.0,276.0,227.8,57
P25,2022-08-25,MO2210-P-6200,4,68,14,2,False,6200.0,46.4,7000.0,290.2,243.79999999999998,56
P25,2022-08-26,MO2210-P-6200,4,70,13,2,False,6200.0,45.4,7000.0,301.2,255.79999999999998,55
P25,2022-08-29,MO2210-P-6200,4,80,14,2,False,6200.0,39.6,7000.0,278.8,239.20000000000002,52
P25,2022-08-30,MO2210-P-6200,4,79,13,2,False,6200.0,40.4,7000.0,286.0,245.6,51
P25,2022-08-31,MO2210-P-6200,3,47,10,2,False,6200.0,67.0,6800.0,293.0,226.0,50
P25,2022-09-01,MO2210-P-6000,4,72,14,2,False,6000.0,44.2,6700.0,254.0,209.8,49
P25,2022-09-02,MO2210-P-6000,4,77,14,2,False,6000.0,41.4,6800.0,274.2,232.79999999999998,48
P25,2022-09-05,MO2210-P-6000,4,90,15,2,False,6000.0,35.4,6800.0,261.2,225.79999999999998,45
P25,2022-09-06,MO2210-P-6000,5,142,18,2,False,6000.0,22.4,6900.0,235.0,212.6,44
P25,2022-09-07,MO2210-P-6000,4,200,16,2,False,6000.0,16.0,7000.0,264.0,248.0,43
P25,2022-09-08,MO2210-P-6000,5,183,18,2,False,6000.0,17.4,6900.0,227.0,209.6,42
P25,2022-09-09,MO2210-P-6000,5,246,20,2,False,6000.0,13.0,6900.0,196.2,183.2,41
P25,2022-09-13,MO2210-P-6000,5,280,20,2,False,6000.0,11.4,6900.0,198.4,187.0,37
P25,2022-09-14,MO2210-P-6000,5,231,20,2,False,6000.0,13.8,6800.0,183.0,169.2,36
P25,2022-09-15,MO2210-P-6000,4,107,15,2,False,6000.0,29.8,6600.0,203.0,173.2,35
P25,2022-09-16,MO2210-P-5900,4,93,13,2,False,5900.0,34.2,6500.0,216.8,182.60000000000002,34
P25,2022-09-19,MO2210-P-5800,4,91,14,2,False,5800.0,35.0,6400.0,217.8,182.8,31
P25,2022-09-20,MO2210-P-5700,4,177,16,2,False,5700.0,18.0,6500.0,221.4,203.4,30
P25,2022-09-21,MO2211-P-5700,3,62,12,2,False,5700.0,50.8,6500.0,316.0,265.2,57
P25,2022-09-22,MO2211-P-5700,4,59,13,2,False,5700.0,54.0,6500.0,302.8,248.8,56
P25,2022-09-23,MO2211-P-5700,3,49,11,2,False,5700.0,64.8,6400.0,311.8,247.0,55
P25,2022-09-26,MO2211-P-5700,3,44,12,2,False,5700.0,71.2,6300.0,275.8,204.60000000000002,52
P25,2022-09-27,MO2211-P-5600,6,130,23,3,False,5600.0,36.8,6400.0,256.2,219.39999999999998,51
P25,2022-09-28,MO2211-P-5600,5,82,20,3,False,5600.0,58.0,6200.0,243.0,185.0,50
P25,2022-09-29,MO2211-P-5500,6,118,23,3,False,5500.0,40.6,6200.0,233.8,193.20000000000002,49
P25,2022-09-30,MO2211-P-5500,6,82,21,3,False,5500.0,58.0,6100.0,240.8,182.8,48
P25,2022-10-10,MO2211-P-5500,5,74,17,3,False,5500.0,64.4,6000.0,238.4,174.0,38
P25,2022-10-11,MO2211-P-5300,6,160,23,3,False,5300.0,30.0,6000.0,225.6,195.6,37
P25,2022-10-12,MO2211-P-5300,7,240,25,3,False,5300.0,20.0,6200.0,235.8,215.8,36
P25,2022-10-13,MO2211-P-5300,6,413,24,3,False,5300.0,11.6,6300.0,256.2,244.6,35
P25,2022-10-14,MO2211-P-5300,9,888,35,3,False,5300.0,5.4,6400.0,200.6,195.2,34
P25,2022-10-17,MO2211-P-5300,8,857,32,3,False,5300.0,5.6,6500.0,227.2,221.6,31
P25,2022-10-18,MO2211-P-5300,10,1043,37,3,False,5300.0,4.6,6500.0,202.0,197.4,30
P25,2022-10-19,MO2212-P-5300,6,285,24,3,False,5300.0,16.8,6500.0,313.2,296.4,57
P25,2022-10-20,MO2212-P-5300,7,285,26,3,False,5300.0,16.8,6400.0,281.2,264.4,56
P25,2022-10-21,MO2212-P-5300,7,218,28,3,False,5300.0,22.0,6400.0,273.2,251.2,55
P25,2022-10-24,MO2212-P-5300,7,167,25,3,False,5300.0,28.6,6400.0,292.2,263.59999999999997,52
P25,2022-10-25,MO2212-P-5300,6,179,24,3,False,5300.0,26.8,6400.0,296.4,269.59999999999997,51
P25,2022-10-26,MO2212-P-5300,8,263,32,3,False,5300.0,18.2,6500.0,248.8,230.60000000000002,50
P25,2022-10-27,MO2212-P-5300,8,272,29,3,False,5300.0,17.6,6500.0,261.2,243.6,49
P25,2022-10-28,MO2212-P-5300,7,154,28,3,False,5300.0,31.0,6200.0,233.2,202.2,48
P25,2022-10-31,MO2212-P-5300,7,167,26,3,False,5300.0,28.6,6300.0,259.6,231.00000000000003,45
P25,2022-11-01,MO2212-P-5300,9,328,36,3,False,5300.0,14.6,6400.0,207.6,193.0,44
P25,2022-11-02,MO2212-P-5300,9,500,36,3,False,5300.0,9.6,6500.0,217.0,207.4,43
P25,2022-11-03,MO2212-P-5300,8,571,32,3,False,5300.0,8.4,6600.0,252.0,243.6,42
P25,2022-11-04,MO2212-P-5300,11,1333,43,3,False,5300.0,3.6,6700.0,203.2,199.6,41
P25,2022-11-07,MO2212-P-5300,11,1411,41,3,False,5300.0,3.4,6700.0,214.6,211.2,38
P25,2022-11-08,MO2212-P-5300,11,1411,41,3,False,5300.0,3.4,6700.0,208.4,205.0,37
P25,2022-11-09,MO2212-P-5300,10,1333,39,3,False,5300.0,3.6,6700.0,215.8,212.20000000000002,36
P25,2022-11-10,MO2212-P-5300,11,1090,42,3,False,5300.0,4.4,6600.0,192.8,188.4,35
P25,2022-11-11,MO2212-P-5300,13,1846,50,3,False,5300.0,2.6,6600.0,166.4,163.8,34
P25,2022-11-14,MO2212-P-5300,11,1263,43,3,False,5300.0,3.8,6600.0,187.2,183.39999999999998,31
P25,2022-11-15,MO2212-P-5300,11,2000,42,3,False,5300.0,2.4,6800.0,213.8,211.4,30
P25,2022-11-16,MO2212-P-5300,12,1600,48,3,False,5300.0,3.0,6700.0,180.8,177.8,29
P25,2022-11-17,MO2212-P-5300,14,1846,56,3,False,5300.0,2.6,6700.0,156.0,153.4,28
P25,2022-11-18,MO2212-P-5300,12,3000,46,3,False,5300.0,1.6,6700.0,182.2,180.6,27
P25,2022-11-21,MO2301-P-5600,7,500,27,3,False,5600.0,9.6,6700.0,253.2,243.6,59
P25,2022-11-22,MO2301-P-5600,6,358,24,3,False,5600.0,13.4,6600.0,262.4,248.99999999999997,58
P25,2022-11-23,MO2301-P-5600,6,352,24,3,False,5600.0,13.6,6600.0,263.2,249.6,57
P25,2022-11-24,MO2301-P-5600,7,311,25,3,False,5600.0,15.4,6600.0,254.6,239.2,56
P25,2022-11-25,MO2301-P-5600,7,269,26,3,False,5600.0,17.8,6500.0,233.0,215.2,55
P25,2022-11-28,MO2301-P-5600,7,240,25,3,False,5600.0,20.0,6500.0,236.6,216.6,52
P25,2022-11-29,MO2301-P-5600,7,369,28,3,False,5600.0,13.0,6600.0,232.0,219.0,51
P25,2022-11-30,MO2301-P-5600,7,324,27,3,False,5600.0,14.8,6600.0,237.2,222.39999999999998,50
P25,2022-12-01,MO2301-P-5600,8,510,29,3,False,5600.0,9.4,6700.0,234.4,225.0,49
P25,2022-12-02,MO2301-P-5600,8,727,31,3,False,5600.0,6.6,6700.0,216.6,210.0,48
P25,2022-12-05,MO2301-P-5600,9,827,35,3,False,5600.0,5.8,6700.0,197.8,192.0,45
P25,2022-12-06,MO2301-P-5600,9,827,35,3,False,5600.0,5.8,6700.0,196.4,190.6,44
P25,2022-12-07,MO2301-P-5600,9,1043,36,3,False,5600.0,4.6,6700.0,191.4,186.8,43
P25,2022-12-08,MO2301-P-5600,8,1090,32,3,False,5600.0,4.4,6700.0,205.0,200.6,42
P25,2022-12-09,MO2301-P-5600,9,1043,35,3,False,5600.0,4.6,6700.0,191.2,186.6,41
P25,2022-12-12,MO2301-P-5600,9,960,34,3,False,5600.0,5.0,6700.0,193.0,188.0,38
P25,2022-12-13,MO2301-P-5600,10,960,38,3,False,5600.0,5.0,6600.0,165.6,160.6,37
P25,2022-12-14,MO2301-P-5600,8,1000,32,3,False,5600.0,4.8,6600.0,187.4,182.6,36
P25,2022-12-15,MO2301-P-5600,10,1263,37,3,False,5600.0,3.8,6600.0,167.0,163.2,35
P25,2022-12-16,MO2301-P-5600,13,1263,49,3,False,5600.0,3.8,6500.0,117.6,113.8,34
P25,2022-12-19,MO2301-P-5600,11,705,41,3,False,5600.0,6.8,6400.0,124.6,117.8,31
P25,2022-12-20,MO2301-P-5600,11,648,43,3,False,5600.0,7.4,6300.0,113.0,105.6,30
P25,2022-12-21,MO2302-P-5700,6,192,24,3,False,5700.0,25.0,6300.0,178.2,153.2,57
P25,2022-12-22,MO2302-P-5600,6,237,23,3,False,5600.0,20.2,6200.0,176.0,155.8,56
P25,2022-12-23,MO2302-P-5500,6,244,22,3,False,5500.0,19.6,6200.0,203.8,184.20000000000002,55
P25,2022-12-26,MO2302-P-5500,7,413,27,3,False,5500.0,11.6,6300.0,184.2,172.6,52
P25,2022-12-27,MO2302-P-5500,9,500,35,3,False,5500.0,9.6,6300.0,154.4,144.8,51
P25,2022-12-28,MO2302-P-5500,8,461,30,3,False,5500.0,10.4,6300.0,167.0,156.6,50
P25,2022-12-29,MO2302-P-5500,7,545,28,3,False,5500.0,8.8,6300.0,173.8,165.0,49
P25,2022-12-30,MO2302-P-5500,8,489,30,3,False,5500.0,9.8,6300.0,167.4,157.6,48
P25,2023-01-03,MO2302-P-5500,10,750,40,3,False,5500.0,6.4,6400.0,148.2,141.79999999999998,44
P25,2023-01-04,MO2302-P-5500,10,1043,37,3,False,5500.0,4.6,6400.0,154.0,149.4,43
P25,2023-01-05,MO2302-P-5500,10,923,38,3,False,5500.0,5.2,6500.0,161.2,156.0,42
P25,2023-01-06,MO2302-P-5500,11,1142,42,3,False,5500.0,4.2,6500.0,150.0,145.8,41
P25,2023-01-09,MO2302-P-5500,12,1142,45,3,False,5500.0,4.2,6500.0,145.0,140.8,38
P25,2023-01-10,MO2302-P-5500,12,1200,46,3,False,5500.0,4.0,6500.0,139.8,135.8,37
P25,2023-01-11,MO2302-P-5500,10,1200,40,3,False,5500.0,4.0,6500.0,153.8,149.8,36
P25,2023-01-12,MO2302-P-5500,11,1200,41,3,False,5500.0,4.0,6500.0,150.6,146.6,35
P25,2023-01-13,MO2302-P-5500,13,2181,52,3,False,5500.0,2.2,6500.0,120.4,118.2,34
P25,2023-01-16,MO2302-P-5500,13,2400,51,3,False,5500.0,2.0,6600.0,131.4,129.4,31
P25,2023-01-17,MO2302-P-5500,15,2666,57,3,False,5500.0,1.8,6600.0,118.0,116.2,30
P25,2023-01-18,MO2303-P-5200,14,1411,53,3,False,5200.0,3.4,6600.0,166.0,162.6,57
P25,2023-01-19,MO2303-P-5200,13,1263,51,3,False,5200.0,3.8,6700.0,179.6,175.79999999999998,56
P25,2023-01-20,MO2303-P-5200,17,1714,65,3,False,5200.0,2.8,6700.0,146.2,143.39999999999998,55
P25,2023-01-30,MO2303-P-5200,14,2400,56,3,False,5200.0,2.0,6800.0,173.4,171.4,45
P25,2023-01-31,MO2303-P-5200,17,2666,65,3,False,5200.0,1.8,6800.0,150.8,149.0,44
P25,2023-02-01,MO2303-P-5200,17,2400,67,3,False,5200.0,2.0,6900.0,157.6,155.6,43
