variant,date,desired_contract,target_qty,cap_qty,raw_full_qty,protected_lots,cap_binding,selected_strike,selected_settle,atm_strike,atm_settle,gain_points,dte
P0,2022-09-20,,0,0,0,0,False,5700.0,18.0,6500.0,221.4,203.4,30
P0,2022-09-21,,0,0,0,0,False,5700.0,50.8,6500.0,316.0,265.2,57
P0,2022-09-22,,0,0,0,0,False,5700.0,54.0,6500.0,302.8,248.8,56
P0,2022-09-23,,0,0,0,0,False,5700.0,64.8,6400.0,311.8,247.0,55
P0,2022-09-26,,0,0,0,0,False,5700.0,71.2,6300.0,275.8,204.60000000000002,52
P0,2022-09-27,,0,0,0,0,False,5600.0,36.8,6400.0,256.2,219.39999999999998,51
P0,2022-09-28,,0,0,0,0,False,5600.0,58.0,6200.0,243.0,185.0,50
P0,2022-09-29,,0,0,0,0,False,5500.0,40.6,6200.0,233.8,193.20000000000002,49
P0,2022-09-30,,0,0,0,0,False,5500.0,58.0,6100.0,240.8,182.8,48
P0,2022-10-10,,0,0,0,0,False,5500.0,64.4,6000.0,238.4,174.0,38
P0,2022-10-11,,0,0,0,0,False,5300.0,30.0,6000.0,225.6,195.6,37
P0,2022-10-12,,0,0,0,0,False,5300.0,20.0,6200.0,235.8,215.8,36
P0,2022-10-13,,0,0,0,0,False,5300.0,11.6,6300.0,256.2,244.6,35
P0,2022-10-14,,0,0,0,0,False,5300.0,5.4,6400.0,200.6,195.2,34
P0,2022-10-17,,0,0,0,0,False,5300.0,5.6,6500.0,227.2,221.6,31
P0,2022-10-18,,0,0,0,0,False,5300.0,4.6,6500.0,202.0,197.4,30
P0,2022-10-19,,0,0,0,0,False,5300.0,16.8,6500.0,313.2,296.4,57
P0,2022-10-20,,0,0,0,0,False,5300.0,16.8,6400.0,281.2,264.4,56
P0,2022-10-21,,0,0,0,0,False,5300.0,22.0,6400.0,273.2,251.2,55
P0,2022-10-24,,0,0,0,0,False,5300.0,28.6,6400.0,292.2,263.59999999999997,52
P0,2022-10-25,,0,0,0,0,False,5300.0,26.8,6400.0,296.4,269.59999999999997,51
P0,2022-10-26,,0,0,0,0,False,5300.0,18.2,6500.0,248.8,230.60000000000002,50
P0,2022-10-27,,0,0,0,0,False,5300.0,17.6,6500.0,261.2,243.6,49
P0,2022-10-28,,0,0,0,0,False,5300.0,31.0,6200.0,233.2,202.2,48
P0,2022-10-31,,0,0,0,0,False,5300.0,28.6,6300.0,259.6,231.00000000000003,45
P0,2022-11-01,,0,0,0,0,False,5300.0,14.6,6400.0,207.6,193.0,44
P0,2022-11-02,,0,0,0,0,False,5300.0,9.6,6500.0,217.0,207.4,43
P0,2022-11-03,,0,0,0,0,False,5300.0,8.4,6600.0,252.0,243.6,42
P0,2022-11-04,,0,0,0,0,False,5300.0,3.6,6700.0,203.2,199.6,41
P0,2022-11-07,,0,0,0,0,False,5300.0,3.4,6700.0,214.6,211.2,38
P0,2022-11-08,,0,0,0,0,False,5300.0,3.4,6700.0,208.4,205.0,37
P0,2022-11-09,,0,0,0,0,False,5300.0,3.6,6700.0,215.8,212.20000000000002,36
P0,2022-11-10,,0,0,0,0,False,5300.0,4.4,6600.0,192.8,188.4,35
P0,2022-11-11,,0,0,0,0,False,5300.0,2.6,6600.0,166.4,163.8,34
P0,2022-11-14,,0,0,0,0,False,5300.0,3.8,6600.0,187.2,183.39999999999998,31
P0,2022-11-15,,0,0,0,0,False,5300.0,2.4,6800.0,213.8,211.4,30
P0,2022-11-16,,0,0,0,0,False,5300.0,3.0,6700.0,180.8,177.8,29
P0,2022-11-17,,0,0,0,0,False,5300.0,2.6,6700.0,156.0,153.4,28
P0,2022-11-18,,0,0,0,0,False,5300.0,1.6,6700.0,182.2,180.6,27
P0,2022-11-21,,0,0,0,0,False,5600.0,9.6,6700.0,253.2,243.6,59
P0,2022-11-22,,0,0,0,0,False,5600.0,13.4,6600.0,262.4,248.99999999999997,58
P0,2022-11-23,,0,0,0,0,False,5600.0,13.6,6600.0,263.2,249.6,57
P0,2022-11-24,,0,0,0,0,False,5600.0,15.4,6600.0,254.6,239.2,56
P0,2022-11-25,,0,0,0,0,False,5600.0,17.8,6500.0,233.0,215.2,55
P0,2022-11-28,,0,0,0,0,False,5600.0,20.0,6500.0,236.6,216.6,52
P0,2022-11-29,,0,0,0,0,False,5600.0,13.0,6600.0,232.0,219.0,51
P0,2022-11-30,,0,0,0,0,False,5600.0,14.8,6600.0,237.2,222.39999999999998,50
P0,2022-12-01,,0,0,0,0,False,5600.0,9.4,6700.0,234.4,225.0,49
P0,2022-12-02,,0,0,0,0,False,5600.0,6.6,6700.0,216.6,210.0,48
P0,2022-12-05,,0,0,0,0,False,5600.0,5.8,6700.0,197.8,192.0,45
P0,2022-12-06,,0,0,0,0,False,5600.0,5.8,6700.0,196.4,190.6,44
P0,2022-12-07,,0,0,0,0,False,5600.0,4.6,6700.0,191.4,186.8,43
P0,2022-12-08,,0,0,0,0,False,5600.0,4.4,6700.0,205.0,200.6,42
P0,2022-12-09,,0,0,0,0,False,5600.0,4.6,6700.0,191.2,186.6,41
P0,2022-12-12,,0,0,0,0,False,5600.0,5.0,6700.0,193.0,188.0,38
P0,2022-12-13,,0,0,0,0,False,5600.0,5.0,6600.0,165.6,160.6,37
P0,2022-12-14,,0,0,0,0,False,5600.0,4.8,6600.0,187.4,182.6,36
P0,2022-12-15,,0,0,0,0,False,5600.0,3.8,6600.0,167.0,163.2,35
P0,2022-12-16,,0,0,0,0,False,5600.0,3.8,6500.0,117.6,113.8,34
P0,2022-12-19,,0,0,0,0,False,5600.0,6.8,6400.0,124.6,117.8,31
P0,2022-12-20,,0,0,0,0,False,5600.0,7.4,6300.0,113.0,105.6,30
P0,2022-12-21,,0,0,0,0,False,5700.0,25.0,6300.0,178.2,153.2,57
P0,2022-12-22,,0,0,0,0,False,5600.0,20.2,6200.0,176.0,155.8,56
P0,2022-12-23,,0,0,0,0,False,5500.0,19.6,6200.0,203.8,184.20000000000002,55
P0,2022-12-26,,0,0,0,0,False,5500.0,11.6,6300.0,184.2,172.6,52
P0,2022-12-27,,0,0,0,0,False,5500.0,9.6,6300.0,154.4,144.8,51
P0,2022-12-28,,0,0,0,0,False,5500.0,10.4,6300.0,167.0,156.6,50
P0,2022-12-29,,0,0,0,0,False,5500.0,8.8,6300.0,173.8,165.0,49
P0,2022-12-30,,0,0,0,0,False,5500.0,9.8,6300.0,167.4,157.6,48
P0,2023-01-03,,0,0,0,0,False,5500.0,6.4,6400.0,148.2,141.79999999999998,44
P0,2023-01-04,,0,0,0,0,False,5500.0,4.6,6400.0,154.0,149.4,43
P0,2023-01-05,,0,0,0,0,False,5500.0,5.2,6500.0,161.2,156.0,42
P0,2023-01-06,,0,0,0,0,False,5500.0,4.2,6500.0,150.0,145.8,41
P0,2023-01-09,,0,0,0,0,False,5500.0,4.2,6500.0,145.0,140.8,38
P0,2023-01-10,,0,0,0,0,False,5500.0,4.0,6500.0,139.8,135.8,37
P0,2023-01-11,,0,0,0,0,False,5500.0,4.0,6500.0,153.8,149.8,36
P0,2023-01-12,,0,0,0,0,False,5500.0,4.0,6500.0,150.6,146.6,35
P0,2023-01-13,,0,0,0,0,False,5500.0,2.2,6500.0,120.4,118.2,34
P0,2023-01-16,,0,0,0,0,False,5500.0,2.0,6600.0,131.4,129.4,31
P0,2023-01-17,,0,0,0,0,False,5500.0,1.8,6600.0,118.0,116.2,30
P0,2023-01-18,,0,0,0,0,False,5200.0,3.4,6600.0,166.0,162.6,57
P0,2023-01-19,,0,0,0,0,False,5200.0,3.8,6700.0,179.6,175.79999999999998,56
P0,2023-01-20,,0,0,0,0,False,5200.0,2.8,6700.0,146.2,143.39999999999998,55
P0,2023-01-30,,0,0,0,0,False,5200.0,2.0,6800.0,173.4,171.4,45
P0,2023-01-31,,0,0,0,0,False,5200.0,1.8,6800.0,150.8,149.0,44
P0,2023-02-01,,0,0,0,0,False,5200.0,2.0,6900.0,157.6,155.6,43
P0,2023-02-02,,0,0,0,0,False,5200.0,1.8,6900.0,160.0,158.2,42
P0,2023-02-03,,0,0,0,0,False,5200.0,1.8,6900.0,163.2,161.39999999999998,41
P0,2023-02-06,,0,0,0,0,False,5200.0,1.6,6900.0,175.0,173.4,38
P0,2023-02-07,,0,0,0,0,False,5200.0,1.4,6900.0,157.2,155.79999999999998,37
P0,2023-02-08,,0,0,0,0,False,5200.0,1.4,6900.0,172.0,170.6,36
P0,2023-02-09,,0,0,0,0,False,5200.0,0.2,7000.0,144.2,144.0,35
P0,2023-02-10,,0,0,0,0,False,5200.0,1.2,7000.0,164.0,162.8,34
P0,2023-02-13,,0,0,0,0,False,5200.0,1.2,7100.0,184.6,183.4,31
P0,2023-02-14,,0,0,0,0,False,5200.0,1.2,7100.0,172.0,170.8,30
P0,2023-02-15,,0,0,0,0,False,5200.0,1.0,7100.0,167.6,166.6,29
P0,2023-02-16,,0,0,0,0,False,5200.0,1.0,6900.0,132.0,131.0,28
P0,2023-02-17,,0,0,0,0,False,5200.0,1.0,6900.0,147.4,146.4,27
P0,2023-02-20,,0,0,0,0,False,6000.0,10.0,7000.0,246.4,236.4,59
P0,2023-02-21,,0,0,0,0,False,6000.0,8.4,7000.0,233.6,225.2,58
P0,2023-02-22,,0,0,0,0,False,6000.0,7.8,7000.0,218.8,211.0,57
P0,2023-02-23,,0,0,0,0,False,6000.0,8.2,7000.0,227.2,219.0,56
P0,2023-02-24,,0,0,0,0,False,6000.0,8.6,6900.0,177.0,168.4,55
P0,2023-02-27,,0,0,0,0,False,6000.0,11.6,6900.0,202.4,190.8,52
P0,2023-02-28,,0,0,0,0,False,6000.0,8.6,7000.0,214.8,206.20000000000002,51
P0,2023-03-01,,0,0,0,0,False,6000.0,6.2,7000.0,194.4,188.20000000000002,50
P0,2023-03-02,,0,0,0,0,False,6000.0,6.0,7000.0,202.8,196.8,49
P0,2023-03-03,,0,0,0,0,False,6000.0,6.0,7000.0,208.8,202.8,48
P0,2023-03-06,,0,0,0,0,False,6000.0,4.8,7000.0,190.0,185.2,45
P0,2023-03-07,,0,0,0,0,False,6000.0,7.0,6900.0,193.8,186.8,44
P0,2023-03-08,,0,0,0,0,False,6000.0,6.2,6900.0,180.8,174.60000000000002,43
P0,2023-03-09,,0,0,0,0,False,6000.0,5.8,6900.0,179.4,173.6,42
P0,2023-03-10,,0,0,0,0,False,6000.0,9.0,6800.0,164.2,155.2,41
P0,2023-03-13,,0,0,0,0,False,6000.0,6.4,6800.0,141.2,134.79999999999998,38
P0,2023-03-14,,0,0,0,0,False,6000.0,10.0,6800.0,178.0,168.0,37
P0,2023-03-15,,0,0,0,0,False,6000.0,5.6,6800.0,147.8,142.20000000000002,36
P0,2023-03-16,,0,0,0,0,False,6000.0,11.0,6700.0,149.6,138.6,35
P0,2023-03-17,,0,0,0,0,False,6000.0,7.4,6700.0,121.4,114.0,34
P0,2023-03-20,,0,0,0,0,False,6000.0,8.0,6700.0,122.8,114.8,31
P0,2023-03-21,,0,0,0,0,False,6000.0,4.2,6800.0,126.8,122.6,30
P0,2023-03-22,,0,0,0,0,False,6000.0,11.0,6800.0,164.2,153.2,57
P0,2023-03-23,,0,0,0,0,False,6000.0,8.6,6900.0,199.2,190.6,56
P0,2023-03-24,,0,0,0,0,False,6000.0,6.8,6900.0,187.4,180.6,55
P0,2023-03-27,,0,0,0,0,False,6000.0,6.4,6900.0,178.0,171.6,52
P0,2023-03-28,,0,0,0,0,False,6000.0,6.6,6800.0,142.2,135.6,51
P0,2023-03-29,,0,0,0,0,False,6000.0,6.4,6800.0,151.4,145.0,50
P0,2023-03-30,,0,0,0,0,False,6000.0,6.2,6800.0,148.8,142.60000000000002,49
P0,2023-03-31,,0,0,0,0,False,6000.0,5.0,6900.0,170.6,165.6,48
P0,2023-04-03,,0,0,0,0,False,6000.0,4.4,7000.0,194.4,190.0,45
P0,2023-04-04,,0,0,0,0,False,6000.0,3.6,7000.0,181.2,177.6,44
P0,2023-04-06,,0,0,0,0,False,6000.0,4.0,7000.0,180.4,176.4,42
P0,2023-04-07,,0,0,0,0,False,6000.0,2.6,7000.0,136.8,134.20000000000002,41
P0,2023-04-10,,0,0,0,0,False,6000.0,2.2,7000.0,160.0,157.8,38
P0,2023-04-11,,0,0,0,0,False,6000.0,2.0,7000.0,156.0,154.0,37
P0,2023-04-12,,0,0,0,0,False,6000.0,1.6,7000.0,134.6,133.0,36
P0,2023-04-13,,0,0,0,0,False,6000.0,1.6,7000.0,147.0,145.4,35
P0,2023-04-14,,0,0,0,0,False,6000.0,1.6,7000.0,127.8,126.2,34
P0,2023-04-17,,0,0,0,0,False,6000.0,1.2,7000.0,116.4,115.2,31
P0,2023-04-18,,0,0,0,0,False,6000.0,1.0,7000.0,126.0,125.0,30
P0,2023-04-19,,0,0,0,0,False,5200.0,0.4,7000.0,214.2,213.79999999999998,57
P0,2023-04-20,,0,0,0,0,False,5200.0,2.0,7000.0,204.4,202.4,56
P0,2023-04-21,,0,0,0,0,False,5200.0,2.2,6800.0,180.4,178.20000000000002,55
P0,2023-04-24,,0,0,0,0,False,5200.0,2.2,6700.0,160.8,158.60000000000002,52
P0,2023-04-25,,0,0,0,0,False,5200.0,2.8,6600.0,163.8,161.0,51
P0,2023-04-26,,0,0,0,0,False,5200.0,2.2,6600.0,154.4,152.20000000000002,50
P0,2023-04-27,,0,0,0,0,False,5200.0,2.4,6600.0,146.4,144.0,49
P0,2023-04-28,,0,0,0,0,False,5200.0,1.6,6700.0,143.6,142.0,48
P0,2023-05-04,,0,0,0,0,False,5200.0,1.6,6700.0,138.6,137.0,42
P0,2023-05-05,,0,0,0,0,False,5200.0,1.6,6700.0,173.4,171.8,41
P0,2023-05-08,,0,0,0,0,False,5200.0,1.4,6700.0,145.0,143.6,38
P0,2023-05-09,,0,0,0,0,False,5200.0,1.4,6600.0,135.6,134.2,37
P0,2023-05-10,,0,0,0,0,False,5200.0,1.2,6600.0,123.0,121.8,36
P0,2023-05-11,,0,0,0,0,False,5200.0,1.4,6600.0,126.4,125.0,35
P0,2023-05-12,,0,0,0,0,False,5200.0,1.4,6500.0,115.8,114.39999999999999,34
P0,2023-05-15,,0,0,0,0,False,5200.0,1.2,6600.0,134.6,133.4,31
P0,2023-05-16,,0,0,0,0,False,5200.0,1.2,6500.0,119.4,118.2,30
P0,2023-05-17,,0,0,0,0,False,5200.0,1.2,6600.0,151.8,150.60000000000002,29
P0,2023-05-18,,0,0,0,0,False,5200.0,1.0,6600.0,133.6,132.6,28
P0,2023-05-19,,0,0,0,0,False,5200.0,0.8,6600.0,102.8,102.0,27
P0,2023-05-22,,0,0,0,0,False,5800.0,4.8,6600.0,162.4,157.6,59
P0,2023-05-23,,0,0,0,0,False,5800.0,7.8,6500.0,147.4,139.6,58
P0,2023-05-24,,0,0,0,0,False,5800.0,6.8,6500.0,144.0,137.2,57
P0,2023-05-25,,0,0,0,0,False,5800.0,8.4,6500.0,157.4,149.0,56
P0,2023-05-26,,0,0,0,0,False,5800.0,6.2,6500.0,129.6,123.39999999999999,55
P0,2023-05-29,,0,0,0,0,False,5800.0,6.2,6500.0,132.6,126.39999999999999,52
P0,2023-05-30,,0,0,0,0,False,5800.0,5.4,6600.0,163.6,158.2,51
P0,2023-05-31,,0,0,0,0,False,5800.0,6.0,6600.0,171.8,165.8,50
P0,2023-06-01,,0,0,0,0,False,5800.0,5.0,6600.0,160.0,155.0,49
P0,2023-06-02,,0,0,0,0,False,5800.0,4.0,6600.0,132.2,128.2,48
P0,2023-06-05,,0,0,0,0,False,5800.0,3.8,6600.0,125.8,122.0,45
P0,2023-06-06,,0,0,0,0,False,5800.0,7.8,6500.0,150.6,142.79999999999998,44
P0,2023-06-07,,0,0,0,0,False,5800.0,8.6,6500.0,150.2,141.6,43
P0,2023-06-08,,0,0,0,0,False,5800.0,10.4,6400.0,121.8,111.39999999999999,42
P0,2023-06-09,,0,0,0,0,False,5700.0,4.8,6500.0,135.2,130.39999999999998,41
P0,2023-06-12,,0,0,0,0,False,5700.0,2.8,6500.0,114.4,111.60000000000001,38
P0,2023-06-13,,0,0,0,0,False,5700.0,2.6,6600.0,155.2,152.6,37
P0,2023-06-14,,0,0,0,0,False,5700.0,2.6,6600.0,138.0,135.4,36
P0,2023-06-15,,0,0,0,0,False,5700.0,2.0,6600.0,114.6,112.6,35
P0,2023-06-16,,0,0,0,0,False,5700.0,1.4,6700.0,138.0,136.6,34
P0,2023-06-19,,0,0,0,0,False,5700.0,1.4,6700.0,126.0,124.6,31
P0,2023-06-20,,0,0,0,0,False,5700.0,1.2,6700.0,121.2,120.0,30
P0,2023-06-21,,0,0,0,0,False,5700.0,3.2,6500.0,129.0,125.8,57
P0,2023-06-26,,0,0,0,0,False,5700.0,6.2,6400.0,133.8,127.60000000000001,52
P0,2023-06-27,,0,0,0,0,False,5700.0,4.0,6500.0,149.4,145.4,51
P0,2023-06-28,,0,0,0,0,False,5700.0,3.6,6500.0,156.6,153.0,50
P0,2023-06-29,,0,0,0,0,False,5700.0,3.4,6500.0,139.4,136.0,49
P0,2023-06-30,,0,0,0,0,False,5700.0,2.0,6600.0,150.4,148.4,48
P0,2023-07-03,,0,0,0,0,False,5700.0,2.0,6600.0,140.6,138.6,45
P0,2023-07-04,,0,0,0,0,False,5700.0,1.6,6600.0,128.0,126.4,44
P0,2023-07-05,,0,0,0,0,False,5700.0,2.0,6600.0,149.4,147.4,43
P0,2023-07-06,,0,0,0,0,False,5700.0,2.2,6600.0,166.4,164.20000000000002,42
P0,2023-07-07,,0,0,0,0,False,5700.0,2.2,6500.0,127.8,125.6,41
P0,2023-07-10,,0,0,0,0,False,5700.0,2.0,6500.0,122.6,120.6,38
P0,2023-07-11,,0,0,0,0,False,5700.0,1.6,6600.0,138.2,136.6,37
P0,2023-07-12,,0,0,0,0,False,5700.0,2.2,6500.0,135.2,133.0,36
P0,2023-07-13,,0,0,0,0,False,5700.0,2.0,6500.0,98.6,96.6,35
P0,2023-07-14,,0,0,0,0,False,5700.0,2.0,6500.0,94.2,92.2,34
P0,2023-07-17,,0,0,0,0,False,5700.0,1.8,6500.0,101.6,99.8,31
P0,2023-07-18,,0,0,0,0,False,5700.0,1.4,6500.0,104.0,102.6,30
P0,2023-07-19,,0,0,0,0,False,5200.0,1.8,6500.0,160.0,158.2,57
P0,2023-07-20,,0,0,0,0,False,5200.0,1.8,6400.0,144.2,142.39999999999998,56
P0,2023-07-21,,0,0,0,0,False,5200.0,1.8,6400.0,142.4,140.6,55
P0,2023-07-24,,0,0,0,0,False,5200.0,1.6,6400.0,146.6,145.0,52
P0,2023-07-25,,0,0,0,0,False,5200.0,1.2,6500.0,148.0,146.8,51
P0,2023-07-26,,0,0,0,0,False,5200.0,1.4,6500.0,159.0,157.6,50
P0,2023-07-27,,0,0,0,0,False,5200.0,1.2,6400.0,127.8,126.6,49
P0,2023-07-28,,0,0,0,0,False,5200.0,1.2,6500.0,153.0,151.8,48
P0,2023-07-31,,0,0,0,0,False,5200.0,1.2,6500.0,130.8,129.60000000000002,45
P0,2023-08-01,,0,0,0,0,False,5200.0,0.2,6500.0,137.4,137.20000000000002,44
P0,2023-08-02,,0,0,0,0,False,5200.0,1.2,6500.0,142.4,141.20000000000002,43
P0,2023-08-03,,0,0,0,0,False,5200.0,1.0,6500.0,140.4,139.4,42
P0,2023-08-04,,0,0,0,0,False,5200.0,1.2,6500.0,113.0,111.8,41
P0,2023-08-07,,0,0,0,0,False,5200.0,0.2,6500.0,118.8,118.6,38
P0,2023-08-08,,0,0,0,0,False,5200.0,1.0,6500.0,129.2,128.2,37
P0,2023-08-09,,0,0,0,0,False,5200.0,1.0,6400.0,100.0,99.0,36
P0,2023-08-10,,0,0,0,0,False,5200.0,1.0,6400.0,102.6,101.6,35
P0,2023-08-11,,0,0,0,0,False,5200.0,1.0,6300.0,110.8,109.8,34
P0,2023-08-14,,0,0,0,0,False,5200.0,1.0,6300.0,91.4,90.4,31
P0,2023-08-15,,0,0,0,0,False,5200.0,1.0,6300.0,116.6,115.6,30
P0,2023-08-16,,0,0,0,0,False,5200.0,2.2,6200.0,108.8,106.6,29
P0,2023-08-17,,0,0,0,0,False,5200.0,1.4,6200.0,77.6,76.19999999999999,28
P0,2023-08-18,,0,0,0,0,False,5200.0,2.2,6100.0,92.0,89.8,27
P0,2023-08-21,,0,0,0,0,False,5500.0,17.8,6100.0,176.4,158.6,59
P0,2023-08-22,,0,0,0,0,False,5400.0,10.4,6100.0,155.0,144.6,58
P0,2023-08-23,,0,0,0,0,False,5400.0,17.8,6000.0,170.6,152.79999999999998,57
P0,2023-08-24,,0,0,0,0,False,5300.0,10.4,6000.0,161.8,151.4,56
P0,2023-08-25,,0,0,0,0,False,5300.0,23.4,5900.0,174.8,151.4,55
P0,2023-08-28,,0,0,0,0,False,5200.0,16.6,5900.0,175.0,158.4,52
P0,2023-08-29,,0,0,0,0,False,5200.0,5.6,6100.0,162.0,156.4,51
P0,2023-08-30,,0,0,0,0,False,5200.0,4.0,6100.0,132.6,128.6,50
P0,2023-08-31,,0,0,0,0,False,5200.0,3.6,6100.0,139.0,135.4,49
P0,2023-09-01,,0,0,0,0,False,5200.0,2.6,6100.0,131.8,129.20000000000002,48
P0,2023-09-04,,0,0,0,0,False,5200.0,1.6,6200.0,128.0,126.4,45
P0,2023-09-05,,0,0,0,0,False,5200.0,2.6,6200.0,145.8,143.20000000000002,44
P0,2023-09-06,,0,0,0,0,False,5200.0,2.0,6200.0,132.4,130.4,43
P0,2023-09-07,,0,0,0,0,False,5200.0,4.0,6100.0,141.4,137.4,42
P0,2023-09-08,,0,0,0,0,False,5200.0,3.6,6100.0,138.0,134.4,41
P0,2023-09-11,,0,0,0,0,False,5200.0,2.4,6200.0,142.6,140.2,38
P0,2023-09-12,,0,0,0,0,False,5200.0,2.2,6200.0,131.2,129.0,37
P0,2023-09-13,,0,0,0,0,False,5200.0,3.4,6100.0,130.2,126.79999999999998,36
P0,2023-09-14,,0,0,0,0,False,5200.0,2.8,6100.0,136.0,133.2,35
P0,2023-09-15,,0,0,0,0,False,5200.0,2.8,6100.0,124.2,121.4,34
P0,2023-09-18,,0,0,0,0,False,5200.0,2.4,6100.0,115.0,112.6,31
P0,2023-09-19,,0,0,0,0,False,5200.0,2.4,6000.0,91.6,89.19999999999999,30
P0,2023-09-20,,0,0,0,0,False,5200.0,6.4,6000.0,162.6,156.2,57
P0,2023-09-21,,0,0,0,0,False,5200.0,7.2,5900.0,135.2,127.99999999999999,56
P0,2023-09-22,,0,0,0,0,False,5200.0,3.8,6100.0,167.4,163.6,55
P0,2023-09-25,,0,0,0,0,False,5200.0,4.2,6000.0,134.0,129.8,52
P0,2023-09-26,,0,0,0,0,False,5200.0,4.0,6000.0,145.0,141.0,51
P0,2023-09-27,,0,0,0,0,False,5200.0,3.8,6000.0,122.4,118.60000000000001,50
P0,2023-09-28,,0,0,0,0,False,5200.0,3.2,6100.0,154.4,151.20000000000002,49
P0,2023-10-09,,0,0,0,0,False,5200.0,1.8,6100.0,144.6,142.79999999999998,38
P0,2023-10-10,,0,0,0,0,False,5200.0,2.2,6000.0,100.0,97.8,37
P0,2023-10-11,,0,0,0,0,False,5200.0,1.8,6100.0,142.6,140.79999999999998,36
P0,2023-10-12,,0,0,0,0,False,5200.0,1.4,6100.0,114.0,112.6,35
P0,2023-10-13,,0,0,0,0,False,5200.0,1.6,6100.0,117.6,116.0,34
P0,2023-10-16,,0,0,0,0,False,5200.0,3.2,6000.0,96.8,93.6,31
P0,2023-10-17,,0,0,0,0,False,5200.0,2.4,6000.0,105.8,103.39999999999999,30
P0,2023-10-18,,0,0,0,0,False,5200.0,5.8,5900.0,146.0,140.2,57
P0,2023-10-19,,0,0,0,0,False,5200.0,10.4,5800.0,140.2,129.79999999999998,56
