date,spot_close,active_contract_after_close,im_close_after_actions,base_lots,grid_lots,total_lots,futures_pnl,futures_cost,futures_net_flow,p0_interest,p0_nav,margin_reserve_end,buffer_shortfall,grid_anchor,frozen_grid_anchor,pending_grid_entries,pending_grid_exits,rolled,roll_from,roll_to
2023-03-02,6972.31,IM2303,6961.6,2,1,3,-12239.999999999782,0.0,-12239.999999999782,1069.4627451515337,10362378.263864787,1253088.0,0.0,7351.44,7351.44,0,0,False,,
2023-03-03,6967.94,IM2303,6942.0,2,1,3,-7680.000000000109,0.0,-7680.000000000109,1068.5535783473279,10355766.817443134,1249559.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-03-06,6997.04,IM2303,6956.4,2,1,3,11880.00000000011,0.0,11880.00000000011,1068.1918786306583,10368715.009321764,1252151.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-03-07,6855.34,IM2303,6846.8,2,1,3,-56400.0,0.0,-56400.0,1069.4066983992038,10313384.416020162,1232424.0,0.0,7351.44,7351.44,0,0,False,,
2023-03-08,6891.46,IM2303,6871.0,2,1,3,-1319.9999999998909,0.0,-1319.9999999998909,1065.2303819827885,10313129.646402145,1236780.0,0.0,7351.44,7351.44,0,0,False,,
2023-03-09,6892.86,IM2303,6878.6,2,1,3,7319.999999999891,0.0,7319.999999999891,1064.68952158296,10321514.335923728,1238148.0,0.0,7351.44,7351.44,0,0,False,,
2023-03-10,6798.3,IM2303,6798.4,2,1,3,-43319.99999999989,0.0,-43319.99999999989,1065.512605322665,10279259.84852905,1223712.0,0.0,7351.44,7351.44,0,0,False,,
2023-03-13,6832.62,IM2303,6832.6,2,1,3,5880.000000000109,0.0,5880.000000000109,1062.2493934380125,10286202.097922489,1229868.0,0.0,7351.44,7351.44,0,0,False,,
2023-03-14,6769.85,IM2304,6745.8,2,1,3,-23880.00000000011,811.296,-24691.29600000011,1062.3416234118629,10262573.143545901,1214243.9999999998,0.0,7351.44,7351.44,0,0,True,IM2303,IM2304
2023-03-15,6803.47,IM2304,6775.4,2,1,3,14639.999999999782,0.0,14639.999999999782,1061.4026125344137,10278274.546158437,1219571.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-03-16,6689.78,IM2304,6679.0,2,1,3,-55319.99999999989,0.0,-55319.99999999989,1062.6194511859642,10224017.165609622,1202220.0,0.0,7351.44,7351.44,0,0,False,,
2023-03-17,6736.37,IM2304,6726.0,2,1,3,26519.99999999989,0.0,26519.99999999989,1058.2903129871147,10251595.45592261,1210680.0,0.0,7351.44,7351.44,0,0,False,,
2023-03-20,6721.45,IM2304,6719.8,2,1,3,-2519.999999999891,0.0,-2519.999999999891,1060.5329594429932,10250135.988882052,1209564.0,0.0,7351.44,7351.44,0,0,False,,
2023-03-21,6809.39,IM2304,6791.4,2,1,3,43680.00000000011,0.0,43680.00000000011,1060.492669483556,10294876.481551535,1222451.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-03-22,6840.33,IM2304,6825.6,2,1,3,20519.99999999989,0.0,20519.99999999989,1064.229085168571,10316460.710636703,1228608.0,0.0,7351.44,7351.44,0,0,False,,
2023-03-23,6868.83,IM2304,6850.4,2,1,3,11400.0,0.0,11400.0,1066.03887373815,10328926.749510441,1233071.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-03-24,6867.95,IM2304,6857.0,2,1,3,4080.000000000109,0.0,4080.000000000109,1066.9775426162869,10334073.727053057,1234259.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-03-27,6886.69,IM2304,6860.0,2,1,3,7319.999999999891,0.0,7319.999999999891,1067.441945385023,10342461.168998443,1234799.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-03-28,6825.38,IM2304,6827.4,2,1,3,-24239.99999999978,0.0,-24239.99999999978,1068.362479469317,10319289.531477911,1228931.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-03-29,6806.28,IM2304,6806.0,2,1,3,-11520.000000000437,0.0,-11520.000000000437,1066.3326985253136,10308835.864176437,1225080.0,0.0,7351.44,7351.44,0,0,False,,
2023-03-30,6807.64,IM2304,6821.6,2,1,3,3120.0000000004366,0.0,3120.0000000004366,1065.5582984333512,10313021.42247487,1227888.0,0.0,7351.44,7351.44,0,0,False,,
2023-03-31,6875.81,IM2304,6873.8,2,1,3,34439.99999999978,0.0,34439.99999999978,1065.719891137781,10348527.142366009,1237283.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-04-03,6962.2,IM2304,6940.0,2,1,3,47160.00000000022,0.0,47160.00000000022,1068.7826582481885,10396755.925024256,1249199.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-04-04,6953.36,IM2304,6950.2,2,1,3,-5520.000000000437,0.0,-5520.000000000437,1073.042282513664,10392308.96730677,1251035.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-04-06,6983.03,IM2304,6959.4,2,1,3,11400.0,0.0,11400.0,1072.3052682395382,10404781.27257501,1252691.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-04-07,7042.89,IM2304,7026.2,2,1,3,42480.00000000011,0.0,42480.00000000011,1073.5740610174698,10448334.846636027,1264715.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-04-10,6968.57,IM2304,6971.0,2,1,3,-34319.99999999989,0.0,-34319.99999999989,1077.2725971504456,10415092.119233178,1254780.0,0.0,7351.44,7351.44,0,0,False,,
2023-04-11,6984.14,IM2304,6972.4,2,1,3,-600.0,0.0,-600.0,1074.5386314687642,10415566.657864647,1255031.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-04-12,7021.02,IM2304,7002.2,2,1,3,20519.99999999989,0.0,20519.99999999989,1074.564736076707,10437161.222600725,1260396.0,0.0,7351.44,7351.44,0,0,False,,
2023-04-13,6966.82,IM2304,6967.0,2,1,3,-18480.00000000011,0.0,-18480.00000000011,1076.4686415978795,10419757.691242322,1254059.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-04-14,7020.09,IM2304,7004.2,2,1,3,20880.00000000011,0.0,20880.00000000011,1075.1703790665597,10441712.86162139,1260755.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-04-17,7012.77,IM2304,7009.6,2,1,3,119.99999999989086,0.0,119.99999999989086,1076.9603364220568,10442909.821957812,1261728.0,0.0,7351.44,7351.44,0,0,False,,
2023-04-18,6997.07,IM2305,6959.0,2,1,3,-15119.99999999989,836.352,-15956.35199999989,1076.9867251049845,10428030.456682917,1252620.0,0.0,7351.44,7351.44,0,0,True,IM2304,IM2305
2023-04-19,6965.58,IM2305,6930.2,2,1,3,-16200.0,0.0,-16200.0,1076.3097225243444,10412906.76640544,1247435.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-04-20,6963.9,IM2305,6929.0,2,1,3,-7560.000000000218,0.0,-7560.000000000218,1075.1437599404321,10406421.91016538,1247220.0,0.0,7351.44,7351.44,0,0,False,,
2023-04-21,6773.51,IM2305,6770.2,2,1,3,-84359.99999999968,0.0,-84359.99999999968,1074.408399821979,10323136.318565203,1218635.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-04-24,6725.27,IM2305,6722.2,2,1,3,-42119.99999999989,0.0,-42119.99999999989,1067.9916999746226,10282084.310265178,1209996.0,0.0,7351.44,7351.44,0,0,False,,
2023-04-25,6603.24,IM2305,6612.0,2,1,3,-67200.0,0.0,-67200.0,1064.1896510281967,10215948.499916205,1190159.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-04-26,6624.4,IM2305,6629.0,2,1,3,21600.0,0.0,21600.0,1058.7585113244315,10238607.25842753,1193220.0,0.0,7351.44,7351.44,0,0,False,,
2023-04-27,6633.49,IM2305,6647.6,2,1,3,7559.999999999673,0.0,7559.999999999673,1061.0575184843547,10247228.315946015,1196568.0,0.0,7351.44,7351.44,0,0,False,,
2023-04-28,6723.3,IM2305,6738.4,2,1,3,46800.0,0.0,46800.0,1061.6760677145355,10295089.992013728,1212912.0,0.0,7351.44,7351.44,0,0,False,,
2023-05-04,6733.97,IM2305,6725.2,2,1,3,-600.0,0.0,-600.0,1065.3732081687094,10295555.365221897,1210535.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-05-05,6653.65,IM2305,6650.0,2,1,3,-46080.00000000011,0.0,-46080.00000000011,1065.7065117984173,10250541.071733696,1196999.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-05-08,6702.5,IM2305,6687.8,2,1,3,29760.00000000022,0.0,29760.00000000022,1062.0139910670805,10281363.085724764,1203804.0,0.0,7351.44,7351.44,0,0,False,,
2023-05-09,6611.64,IM2305,6613.6,2,1,3,-41519.99999999989,0.0,-41519.99999999989,1064.8313933071606,10240907.91711807,1190448.0,0.0,7351.44,7351.44,0,0,False,,
2023-05-10,6627.31,IM2305,6624.4,2,1,3,-7440.000000000327,0.0,-7440.000000000327,1061.6525601877695,10234529.569678258,1192391.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-05-11,6622.52,IM2305,6615.6,2,1,3,4080.000000000109,0.0,4080.000000000109,1060.676317925259,10239670.245996183,1190808.0,0.0,7351.44,7351.44,0,0,False,,
2023-05-12,6535.94,IM2305,6538.6,2,1,3,-44519.99999999989,0.0,-44519.99999999989,1061.465147431686,10196211.711143615,1176948.0,0.0,7351.44,7351.44,0,0,False,,
2023-05-15,6585.91,IM2305,6577.2,2,1,3,12000.0,0.0,12000.0,1057.9931293694215,10209269.704272984,1183896.0,0.0,7351.44,7351.44,0,0,False,,
2023-05-16,6516.29,IM2306,6499.6,2,1,3,-28080.00000000011,781.1280000000002,-28861.12800000011,1058.7098542549993,10181467.286127238,1169928.0,0.0,7351.44,7351.44,0,0,True,IM2305,IM2306
2023-05-17,6554.98,IM2306,6521.0,2,1,3,11159.999999999673,0.0,11159.999999999673,1057.0870256277647,10193684.373152865,1173780.0,0.0,7351.44,7351.44,0,0,False,,
2023-05-18,6583.74,IM2306,6551.8,2,1,3,17160.00000000022,0.0,17160.00000000022,1058.0682814024192,10211902.441434268,1179324.0,0.0,7351.44,7351.44,0,0,False,,
2023-05-19,6602.32,IM2306,6590.6,2,1,3,23880.00000000011,0.0,23880.00000000011,1059.554996681219,10236841.996430948,1186308.0,0.0,7351.44,7351.44,0,0,False,,
2023-05-22,6595.98,IM2306,6578.2,2,1,3,-9000.0,0.0,-9000.0,1061.6612499662883,10228903.657680914,1184075.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-05-23,6528.45,IM2306,6513.0,2,1,3,-24720.000000000437,0.0,-24720.000000000437,1060.991875238512,10205244.649556153,1172340.0,0.0,7351.44,7351.44,0,0,False,,
2023-05-24,6513.18,IM2306,6497.0,2,1,3,-8759.999999999673,0.0,-8759.999999999673,1059.5932621053992,10197544.242818259,1169459.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-05-25,6501.0,IM2306,6476.8,2,1,3,-38400.0,0.0,-38400.0,1059.0278104928516,10160203.270628752,1165824.0,0.0,7351.44,7351.44,0,0,False,,
2023-05-26,6546.41,IM2306,6535.8,2,1,3,50639.99999999978,0.0,50639.99999999978,1055.0740920803357,10211898.344720833,1176443.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-05-29,6534.12,IM2306,6525.4,2,1,3,-9600.0,0.0,-9600.0,1059.8923508173618,10203358.23707165,1174571.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-05-30,6564.47,IM2306,6558.0,2,1,3,15119.99999999989,0.0,15119.99999999989,1059.1101570258647,10219537.347228676,1180440.0,0.0,7351.44,7351.44,0,0,False,,
2023-05-31,6561.65,IM2306,6547.0,2,1,3,600.0,0.0,600.0,1060.31968854104,10221197.666917218,1178459.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-06-01,6574.76,IM2306,6567.6,2,1,3,12120.000000000437,0.0,12120.000000000437,1060.7467115600507,10234378.413628777,1182168.0,0.0,7351.44,7351.44,0,0,False,,
2023-06-02,6626.28,IM2306,6612.4,2,1,3,30119.99999999989,0.0,30119.99999999989,1061.8578999295296,10265560.271528708,1190231.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-06-05,6632.96,IM2306,6611.8,2,1,3,-719.9999999998909,0.0,-719.9999999998909,1064.5697105170887,10265904.841239225,1190124.0,0.0,7351.44,7351.44,0,0,False,,
2023-06-06,6489.81,IM2306,6467.8,2,1,3,-77760.00000000022,0.0,-77760.00000000022,1064.6227986249012,10189209.46403785,1164204.0,0.0,7351.44,7351.44,0,0,False,,
2023-06-07,6488.56,IM2306,6470.8,2,1,3,-9960.000000000218,0.0,-9960.000000000218,1058.666658307835,10180308.130696159,1164743.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-06-08,6442.48,IM2306,6438.4,2,1,3,-22200.0,0.0,-22200.0,1057.5591548433056,10159165.689851003,1158912.0,0.0,7351.44,7351.44,0,0,False,,
2023-06-09,6495.56,IM2306,6484.0,2,1,3,29400.0,0.0,29400.0,1055.7631832717261,10189621.453034274,1167120.0,0.0,7351.44,7351.44,0,0,False,,
2023-06-12,6530.16,IM2306,6513.2,2,1,3,25680.00000000011,0.0,25680.00000000011,1058.3729285176332,10216359.825962791,1172375.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-06-13,6554.96,IM2307,6520.2,2,1,3,9480.00000000011,783.6120000000001,8696.38800000011,1060.892890644125,10226117.106853435,1173635.9999999998,0.0,7351.44,7351.44,0,0,True,IM2306,IM2307
2023-06-14,6578.12,IM2307,6542.0,2,1,3,16560.00000000022,0.0,16560.00000000022,1061.889653250092,10243738.996506685,1177559.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-06-15,6613.95,IM2307,6585.0,2,1,3,23400.0,0.0,23400.0,1063.4964665781126,10268202.492973264,1185299.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-06-16,6669.01,IM2307,6632.6,2,1,3,30600.0,0.0,30600.0,1065.4581948219395,10299867.951168086,1193868.0,0.0,7351.44,7351.44,0,0,False,,
2023-06-19,6693.3,IM2307,6647.8,2,1,3,9600.0,0.0,9600.0,1068.167612448328,10310536.118780535,1196604.0,0.0,7351.44,7351.44,0,0,False,,
2023-06-20,6693.91,IM2307,6652.2,2,1,3,3719.999999999891,0.0,3719.999999999891,1069.0980851680256,10315325.216865703,1197396.0,0.0,7351.44,7351.44,0,0,False,,
2023-06-21,6548.41,IM2307,6525.2,2,1,3,-68760.00000000022,0.0,-68760.00000000022,1069.5669596179766,10247634.783825321,1174535.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-06-26,6420.97,IM2307,6427.2,2,1,3,-75359.99999999968,0.0,-75359.99999999968,1064.308183329533,10173339.09200865,1156896.0,0.0,7351.44,7351.44,0,0,False,,
2023-06-27,6507.27,IM2307,6478.4,2,1,3,38519.99999999989,0.0,38519.99999999989,1057.6622602695777,10212916.75426892,1166112.0,0.0,7351.44,7351.44,0,0,False,,
2023-06-28,6475.51,IM2307,6463.0,2,1,3,-17519.99999999989,0.0,-17519.99999999989,1061.2237960108944,10196457.97806493,1163340.0,0.0,7351.44,7351.44,0,0,False,,
2023-06-29,6520.04,IM2307,6491.8,2,1,3,25559.999999999673,0.0,25559.999999999673,1059.6182863317456,10223077.596351262,1168524.0,0.0,7351.44,7351.44,0,0,False,,
2023-06-30,6602.04,IM2307,6575.0,2,1,3,46440.00000000033,0.0,46440.00000000033,1062.13276396507,10270579.729115227,1183499.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-07-03,6612.88,IM2307,6583.6,2,1,3,7080.000000000109,0.0,7080.000000000109,1065.9482001349554,10278725.677315362,1185048.0,0.0,7351.44,7351.44,0,0,False,,
2023-07-04,6638.45,IM2307,6613.4,2,1,3,11519.99999999989,0.0,11519.99999999989,1066.7221639625184,10291312.399479324,1190412.0,0.0,7351.44,7351.44,0,0,False,,
2023-07-05,6584.42,IM2307,6566.2,2,1,3,-22800.0,0.0,-22800.0,1067.5694160963455,10269579.96889542,1181915.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-07-06,6567.08,IM2307,6535.6,2,1,3,-15719.99999999989,0.0,-15719.99999999989,1066.0167336309419,10254925.985629052,1176408.0,0.0,7351.44,7351.44,0,0,False,,
2023-07-07,6521.43,IM2307,6513.0,2,1,3,-18600.0,0.0,-18600.0,1064.943875827129,10237390.929504879,1172340.0,0.0,7351.44,7351.44,0,0,False,,
2023-07-10,6526.85,IM2307,6520.4,2,1,3,239.99999999978172,0.0,239.99999999978172,1063.3641401293467,10238694.293645008,1173671.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-07-11,6579.37,IM2307,6571.0,2,1,3,34319.99999999989,0.0,34319.99999999989,1063.3607810366348,10274077.654426044,1182780.0,0.0,7351.44,7351.44,0,0,False,,
2023-07-12,6482.99,IM2307,6483.8,2,1,3,-45239.99999999978,0.0,-45239.99999999978,1066.4429784385904,10229904.097404482,1167083.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-07-13,6548.31,IM2307,6549.6,2,1,3,33719.99999999989,0.0,33719.99999999989,1063.1024552390288,10264687.199859722,1178928.0,0.0,7351.44,7351.44,0,0,False,,
2023-07-14,6544.46,IM2307,6541.0,2,1,3,239.99999999978172,0.0,239.99999999978172,1065.7932971490575,10265992.99315687,1177380.0,0.0,7351.44,7351.44,0,0,False,,
2023-07-17,6516.56,IM2307,6514.8,2,1,3,-27239.99999999978,0.0,-27239.99999999978,1066.128057701329,10239819.121214572,1172664.0,0.0,7351.44,7351.44,0,0,False,,
2023-07-18,6510.03,IM2308,6500.4,2,1,3,6600.0,780.924,5819.076,1063.6109696315134,10246701.808184203,1170071.9999999998,0.0,7351.44,7351.44,0,0,True,IM2307,IM2308
2023-07-19,6492.35,IM2308,6483.4,2,1,3,-15359.999999999673,0.0,-15359.999999999673,1064.7223856004698,10232406.530569803,1167012.0,0.0,7351.44,7351.44,0,0,False,,
2023-07-20,6408.76,IM2308,6408.2,2,1,3,-30719.99999999989,0.0,-30719.99999999989,1063.4044458103397,10202749.935015613,1153475.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-07-21,6401.42,IM2308,6407.0,2,1,3,-9360.000000000218,0.0,-9360.000000000218,1061.51344008261,10194451.448455695,1153259.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-07-24,6393.79,IM2308,6393.6,2,1,3,-6480.000000000109,0.0,-6480.000000000109,1060.5653343921147,10189032.013790088,1150848.0,0.0,7351.44,7351.44,0,0,False,,
2023-07-25,6498.27,IM2308,6497.6,2,1,3,59519.99999999989,0.0,59519.99999999989,1060.2125511367244,10249612.226341225,1169568.0,0.0,7351.44,7351.44,0,0,False,,
2023-07-26,6457.25,IM2308,6468.4,2,1,3,-21600.0,0.0,-21600.0,1065.1229095308722,10229077.349250756,1164312.0,0.0,7351.44,7351.44,0,0,False,,
2023-07-27,6407.55,IM2308,6421.0,2,1,3,-26639.99999999978,0.0,-26639.99999999978,1063.3306405049402,10203500.67989126,1155780.0,0.0,7351.44,7351.44,0,0,False,,
2023-07-28,6465.38,IM2308,6473.6,2,1,3,35880.00000000011,0.0,35880.00000000011,1061.331237487991,10240442.011128748,1165248.0,0.0,7351.44,7351.44,0,0,False,,
2023-07-31,6515.85,IM2308,6524.6,2,1,3,25680.00000000011,0.0,25680.00000000011,1064.5539612735524,10267186.565090021,1174428.0,0.0,7351.44,7351.44,0,0,False,,
2023-08-01,6507.41,IM2308,6509.0,2,1,3,-5760.000000000218,0.0,-5760.000000000218,1066.6143486850553,10262493.179438706,1171620.0,0.0,7351.44,7351.44,0,0,False,,
2023-08-02,6496.02,IM2308,6495.8,2,1,3,-13800.0,0.0,-13800.0,1066.3931859461459,10249759.572624652,1169243.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-08-03,6499.54,IM2308,6495.6,2,1,3,1680.0000000001091,0.0,1680.0000000001091,1065.1782002004204,10252504.750824852,1169208.0,0.0,7351.44,7351.44,0,0,False,,
2023-08-04,6535.32,IM2308,6534.6,2,1,3,31439.99999999978,0.0,31439.99999999978,1065.5044427321393,10285010.255267585,1176228.0,0.0,7351.44,7351.44,0,0,False,,
2023-08-07,6503.98,IM2308,6515.6,2,1,3,-19080.00000000011,0.0,-19080.00000000011,1068.4939870522162,10266998.749254636,1172808.0,0.0,7351.44,7351.44,0,0,False,,
2023-08-08,6471.34,IM2308,6484.8,2,1,3,-16439.99999999978,0.0,-16439.99999999978,1066.7823492064597,10251625.531603843,1167264.0,0.0,7351.44,7351.44,0,0,False,,
2023-08-09,6420.98,IM2308,6433.2,2,1,3,-29160.00000000022,0.0,-29160.00000000022,1065.6293454719344,10223531.160949314,1157975.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-08-10,6426.81,IM2308,6424.6,2,1,3,-4559.999999999673,0.0,-4559.999999999673,1063.423288350411,10220034.584237665,1156428.0,0.0,7351.44,7351.44,0,0,False,,
2023-08-11,6304.64,IM2308,6304.0,2,1,3,-63960.00000000022,0.0,-63960.00000000022,1063.1947130654432,10157137.77895073,1134720.0,0.0,7351.44,7351.44,0,0,False,,
2023-08-14,6319.41,IM2308,6323.2,2,1,3,-5400.0,0.0,-5400.0,1058.3631132368819,10152796.142063968,1138175.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-08-15,6261.73,IM2309,6270.2,2,1,3,-25200.0,752.3040000000001,-25952.304,1057.448421470932,10127901.286485441,1128635.9999999998,0.0,7351.44,7351.44,0,0,True,IM2308,IM2309
2023-08-16,6186.4,IM2309,6200.0,2,1,3,-35280.00000000011,0.0,-35280.00000000011,1055.6472398861792,10093676.933725327,1115999.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-08-17,6247.6,IM2309,6257.6,2,1,3,26280.00000000011,0.0,26280.00000000011,1053.1148459318497,10121010.048571259,1126368.0,0.0,7351.44,7351.44,0,0,False,,
2023-08-18,6117.11,IM2309,6127.4,2,1,3,-62400.0,0.0,-62400.0,1055.1049169089054,10059665.153488168,1102931.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-08-21,6057.17,IM2309,6053.8,2,1,3,-46200.0,0.0,-46200.0,1050.6580627282985,10014515.811550897,1089684.0,0.0,7351.44,7351.44,0,0,False,,
2023-08-22,6099.19,IM2309,6084.0,2,1,3,-2159.9999999996726,0.0,-2159.9999999996726,1046.9159168427539,10013402.72746774,1095120.0,0.0,7351.44,7351.44,0,0,False,,
2023-08-23,5973.67,IM2309,5974.8,2,1,3,-51240.00000000033,0.0,-51240.00000000033,1046.1476849575854,9963208.875152698,1075464.0,0.0,7351.44,7351.44,0,0,False,,
2023-08-24,5987.97,IM2309,5977.6,2,1,3,4680.000000000109,0.0,4680.000000000109,1042.565481468503,9968931.440634167,1075968.0,0.0,7351.44,7351.44,0,0,False,,
2023-08-25,5879.03,IM2309,5881.8,2,1,3,-68760.00000000022,0.0,-68760.00000000022,1043.1776385803676,9901214.618272748,1058724.0,0.0,7351.44,7351.44,0,0,False,,
2023-08-28,5922.16,IM2309,5907.6,2,1,3,25680.00000000011,0.0,25680.00000000011,1037.2569890696668,9927931.875261817,1063368.0,0.0,7351.44,7351.44,0,0,False,,
2023-08-29,6108.76,IM2309,6099.2,2,1,3,108480.00000000012,0.0,108480.00000000012,1039.8462640909067,10037451.721525908,1097856.0,0.0,7351.44,7351.44,0,0,False,,
2023-08-30,6139.63,IM2309,6128.2,2,1,3,22560.00000000022,0.0,22560.00000000022,1048.6477783135401,10061060.369304221,1103075.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-08-31,6104.3,IM2309,6110.6,2,1,3,-20040.000000000327,0.0,-20040.000000000327,1050.80483499033,10042071.174139211,1099908.0,0.0,7351.44,7351.44,0,0,False,,
2023-09-01,6107.2,IM2309,6103.0,2,1,3,-5159.999999999673,0.0,-5159.999999999673,1048.9489500401746,10037960.123089252,1098540.0,0.0,7351.44,7351.44,0,0,False,,
2023-09-04,6198.76,IM2309,6198.0,2,1,3,49800.0,0.0,49800.0,1048.6271799647768,10088808.750269217,1115640.0,0.0,7351.44,7351.44,0,0,False,,
2023-09-05,6167.64,IM2309,6162.2,2,1,3,-15600.0,0.0,-15600.0,1052.586019269801,10074261.336288488,1109196.0,0.0,7351.44,7351.44,0,0,False,,
2023-09-06,6195.38,IM2309,6178.8,2,1,3,19439.99999999978,0.0,19439.99999999978,1051.6354587151234,10094752.971747203,1112183.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-09-07,6083.49,IM2309,6077.2,2,1,3,-62400.0,0.0,-62400.0,1053.688700160035,10033406.660447363,1093896.0,0.0,7351.44,7351.44,0,0,False,,
2023-09-08,6102.49,IM2309,6075.4,2,1,3,5400.0,0.0,5400.0,1048.637800333124,10039855.298247697,1093571.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-09-11,6182.64,IM2309,6165.0,2,1,3,45360.00000000022,0.0,45360.00000000022,1049.4322558995589,10086264.730503596,1109699.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-09-12,6184.61,IM2310,6164.8,2,1,3,2759.9999999996726,740.22,2019.779999999673,1052.9843803634021,10089337.494883958,1109664.0,0.0,7351.44,7351.44,0,0,True,IM2309,IM2310
2023-09-13,6103.14,IM2310,6082.0,2,1,3,-64080.00000000011,0.0,-64080.00000000011,1053.3490499706547,10026310.843933929,1094759.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-09-14,6068.71,IM2310,6058.8,2,1,3,-9480.00000000011,0.0,-9480.00000000011,1047.7040842946574,10017878.548018223,1090584.0,0.0,7351.44,7351.44,0,0,False,,
2023-09-15,6079.06,IM2310,6067.4,2,1,3,1440.0000000003274,0.0,1440.0000000003274,1047.2048049765667,10020365.7528232,1092131.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-09-18,6083.97,IM2310,6083.6,2,1,3,26759.999999999673,0.0,26759.999999999673,1047.3149771882418,10048173.067800388,1095048.0,0.0,7351.44,7351.44,0,0,False,,
2023-09-19,6031.04,IM2310,6039.2,2,1,3,-34319.99999999989,0.0,-34319.99999999989,1050.234820877289,10014903.302621266,1087056.0,0.0,7351.44,7351.44,0,0,False,,
2023-09-20,5982.56,IM2310,5987.2,2,1,3,-24719.99999999989,0.0,-24719.99999999989,1047.2696451443428,9991230.572266411,1077696.0,0.0,7351.44,7351.44,0,0,False,,
2023-09-21,5939.66,IM2310,5941.8,2,1,3,-26640.000000000327,0.0,-26640.000000000327,1045.5907087186072,9965636.162975129,1069524.0,0.0,7351.44,7351.44,0,0,False,,
2023-09-22,6054.93,IM2310,6065.0,2,1,3,63480.00000000011,0.0,63480.00000000011,1043.546995404796,10030159.709970534,1091699.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-09-25,6027.39,IM2310,6031.4,2,1,3,-15359.999999999673,0.0,-15359.999999999673,1048.5145199391359,10015848.224490473,1085651.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-09-26,5996.11,IM2310,6007.2,2,1,3,-9480.00000000011,0.0,-9480.00000000011,1047.5451824031077,10007415.769672876,1081296.0,0.0,7351.44,7351.44,0,0,False,,
2023-09-27,6034.06,IM2310,6050.2,2,1,3,29159.999999999673,0.0,29159.999999999673,1047.0669991137252,10037622.83667199,1089035.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-09-28,6078.94,IM2310,6075.0,2,1,3,6360.000000000218,0.0,6360.000000000218,1049.7024695116886,10045032.5391415,1093499.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-10-09,6059.97,IM2310,6055.0,2,1,3,-7080.000000000109,0.0,-7080.000000000109,1050.0480113512135,10039002.587152852,1089899.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-10-10,6043.48,IM2310,6033.8,2,1,3,-12480.00000000011,0.0,-12480.00000000011,1049.7629689585058,10027572.350121811,1086084.0,0.0,7351.44,7351.44,0,0,False,,
