date,spot_close,active_contract_after_close,im_close_after_actions,base_lots,grid_lots,total_lots,futures_pnl,futures_cost,futures_net_flow,p0_interest,p0_nav,margin_reserve_end,buffer_shortfall,grid_anchor,frozen_grid_anchor,pending_grid_entries,pending_grid_exits,rolled,roll_from,roll_to
2022-12-19,6390.77,IM2301,6417.0,2,1,3,-66600.0,0.0,-66600.0,1039.316490915227,9970210.939382175,1155059.9999999998,0.0,7351.44,7351.44,0,0,False,,
2022-12-20,6341.58,IM2301,6350.4,2,1,3,-25079.999999999563,0.0,-25079.999999999563,1034.0499432007614,9946164.989325376,1143071.9999999998,0.0,7351.44,7351.44,0,0,False,,
2022-12-21,6289.14,IM2301,6302.2,2,1,3,-38640.00000000033,0.0,-38640.00000000033,1032.6355008778685,9908557.624826254,1134396.0,0.0,7351.44,7351.44,0,0,False,,
2022-12-22,6186.93,IM2301,6206.0,2,1,3,-55080.00000000011,0.0,-55080.00000000011,1029.2417443758234,9854506.866570631,1117080.0,0.0,7351.44,7351.44,0,0,False,,
2022-12-23,6160.75,IM2301,6165.2,2,1,3,-28319.99999999989,0.0,-28319.99999999989,1024.9326208056282,9827211.799191436,1109735.9999999998,0.0,7351.44,7351.44,0,0,False,,
2022-12-26,6275.52,IM2301,6285.2,2,1,3,80880.00000000012,0.0,80880.00000000012,1022.5922865070871,9909114.391477942,1131335.9999999998,0.0,7351.44,7351.44,0,0,False,,
2022-12-27,6325.63,IM2301,6336.2,2,1,3,24960.00000000022,0.0,24960.00000000022,1029.6660045361389,9935104.05748248,1140515.9999999998,0.0,7351.44,7351.44,0,0,False,,
2022-12-28,6268.47,IM2301,6293.4,2,1,3,-28080.00000000011,0.0,-28080.00000000011,1031.6378407867878,9908055.695323266,1132812.0,0.0,7351.44,7351.44,0,0,False,,
2022-12-29,6261.83,IM2301,6269.2,2,1,3,-1200.0,0.0,-1200.0,1029.3686752637536,9907885.06399853,1128455.9999999998,0.0,7351.44,7351.44,0,0,False,,
2022-12-30,6281.62,IM2301,6285.8,2,1,3,1200.0,0.0,1200.0,1029.8596345531282,9910114.923633084,1131443.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-01-03,6423.7,IM2301,6420.0,2,1,3,85919.99999999988,0.0,85919.99999999988,1029.7707018726537,9997064.694334956,1155599.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-01-04,6421.28,IM2301,6414.4,2,1,3,-12239.999999999782,0.0,-12239.999999999782,1037.136644381652,9985861.830979338,1154591.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-01-05,6485.47,IM2301,6490.4,2,1,3,46919.99999999989,0.0,46919.99999999989,1035.9407490480035,10033817.771728385,1168271.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-01-06,6500.32,IM2301,6505.2,2,1,3,8639.999999999782,0.0,8639.999999999782,1039.9614441930362,10043497.733172579,1170935.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-01-09,6535.75,IM2301,6518.2,2,1,3,18240.000000000327,0.0,18240.000000000327,1040.7844425265594,10062778.517615106,1173275.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-01-10,6540.2,IM2301,6532.2,2,1,3,3839.9999999997817,0.0,3839.9999999997817,1042.7716594569367,10067661.289274562,1175796.0,0.0,7351.44,7351.44,0,0,False,,
2023-01-11,6486.9,IM2301,6494.4,2,1,3,-23160.00000000022,0.0,-23160.00000000022,1043.0488213475337,10045544.338095909,1168991.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-01-12,6489.57,IM2301,6492.0,2,1,3,2280.000000000109,0.0,2280.000000000109,1041.252555304512,10048865.590651214,1168559.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-01-13,6517.51,IM2301,6542.4,2,1,3,9600.0,0.0,9600.0,1041.692825768208,10059507.283476982,1177631.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-01-16,6591.81,IM2301,6597.4,2,1,3,51360.00000000022,0.0,51360.00000000022,1041.8769565662499,10111909.16043355,1187531.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-01-17,6597.49,IM2302,6608.6,2,1,3,3839.9999999997817,793.008,3046.991999999781,1046.86258457819,10116003.01501813,1189548.0,0.0,7351.44,7351.44,0,0,True,IM2301,IM2302
2023-01-18,6613.01,IM2302,6637.8,2,1,3,19079.999999999563,0.0,19079.999999999563,1047.1063246377691,10136130.121342767,1194804.0,0.0,7351.44,7351.44,0,0,False,,
2023-01-19,6676.08,IM2302,6717.0,2,1,3,38640.00000000033,0.0,38640.00000000033,1048.8507606384762,10175818.972103406,1209059.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-01-20,6736.85,IM2302,6777.6,2,1,3,35759.99999999967,0.0,35759.99999999967,1051.8341284860962,10212630.806231892,1219968.0,0.0,7351.44,7351.44,0,0,False,,
2023-01-30,6786.45,IM2302,6792.8,2,1,3,21480.00000000011,0.0,21480.00000000011,1054.8727444319193,10235165.678976323,1222704.0,0.0,7351.44,7351.44,0,0,False,,
2023-01-31,6805.28,IM2302,6818.0,2,1,3,11880.00000000011,0.0,11880.00000000011,1057.1952257345768,10248102.874202058,1227240.0,0.0,7351.44,7351.44,0,0,False,,
2023-02-01,6916.72,IM2302,6922.6,2,1,3,54000.0,0.0,54000.0,1058.1807171352036,10303161.054919193,1246068.0,0.0,7351.44,7351.44,0,0,False,,
2023-02-02,6933.23,IM2302,6928.0,2,1,3,14039.999999999782,0.0,14039.999999999782,1062.4306518862168,10318263.485571079,1247040.0,0.0,7351.44,7351.44,0,0,False,,
2023-02-03,6925.08,IM2302,6920.0,2,1,3,-11639.999999999782,0.0,-11639.999999999782,1064.0882038797633,10307687.573774958,1245599.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-02-06,6891.41,IM2302,6893.6,2,1,3,-18600.0,0.0,-18600.0,1063.0165274968142,10290150.590302454,1240848.0,0.0,7351.44,7351.44,0,0,False,,
2023-02-07,6924.32,IM2302,6912.8,2,1,3,7080.000000000109,0.0,7080.000000000109,1061.5168014541775,10298292.107103908,1244304.0,0.0,7351.44,7351.44,0,0,False,,
2023-02-08,6877.72,IM2302,6865.8,2,1,3,-14880.00000000011,0.0,-14880.00000000011,1062.0664299762218,10284474.173533885,1235843.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-02-09,6999.18,IM2302,7020.8,2,1,3,83280.00000000012,0.0,83280.00000000012,1061.4379244699799,10368815.611458356,1263743.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-02-10,6975.39,IM2302,6977.6,2,1,3,-24119.99999999989,0.0,-24119.99999999989,1068.0587147526767,10345763.670173109,1255968.0,0.0,7351.44,7351.44,0,0,False,,
2023-02-13,7052.18,IM2302,7039.6,2,1,3,38279.99999999956,0.0,38279.99999999956,1066.2667901076002,10385109.936963215,1267128.0,0.0,7351.44,7351.44,0,0,False,,
2023-02-14,7061.45,IM2303,7037.8,2,1,3,13920.000000000437,845.604,13074.396000000435,1069.5731438812084,10399253.906107094,1266804.0,0.0,7351.44,7351.44,0,0,True,IM2302,IM2303
2023-02-15,7063.6,IM2303,7030.4,2,1,3,-7319.999999999891,0.0,-7319.999999999891,1071.2702903934276,10393005.176397488,1265471.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-02-16,6925.2,IM2303,6909.2,2,1,3,-55320.00000000044,0.0,-55320.00000000044,1070.6935397385705,10338755.869937226,1243655.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-02-17,6868.55,IM2303,6849.8,2,1,3,-36959.99999999967,0.0,-36959.99999999967,1066.8889924388511,10302862.758929664,1232964.0,0.0,7351.44,7351.44,0,0,False,,
2023-02-20,6959.36,IM2303,6922.0,2,1,3,25559.999999999673,0.0,25559.999999999673,1063.93280852491,10329486.691738188,1245959.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-02-21,6990.48,IM2303,6935.2,2,1,3,8160.000000000218,0.0,8160.000000000218,1065.531415655236,10338712.223153843,1248335.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-02-22,6998.43,IM2303,6968.0,2,1,3,18600.0,0.0,18600.0,1066.334891128318,10358378.55804497,1254240.0,0.0,7351.44,7351.44,0,0,False,,
2023-02-23,6966.79,IM2303,6944.8,2,1,3,-21239.99999999978,0.0,-21239.99999999978,1067.9492641220806,10338206.507309092,1250064.0,0.0,7351.44,7351.44,0,0,False,,
2023-02-24,6944.82,IM2303,6928.6,2,1,3,-3000.0,0.0,-3000.0,1066.072867964078,10336272.580177056,1247148.0,0.0,7351.44,7351.44,0,0,False,,
2023-02-27,6894.3,IM2303,6879.2,2,1,3,-32160.00000000022,0.0,-32160.00000000022,1066.188068758746,10305178.768245814,1238255.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-02-28,6955.57,IM2303,6937.4,2,1,3,33839.99999999978,0.0,33839.99999999978,1063.5837137653575,10340082.35195958,1248731.9999999998,0.0,7351.44,7351.44,0,0,False,,
2023-03-01,7002.77,IM2303,6980.6,2,1,3,32400.0,0.0,32400.0,1066.4491600549843,10373548.801119635,1256508.0,0.0,7351.44,7351.44,0,0,False,,
