variant,date,contract,side,qty,center_close,exec_price,fee,slippage_cash,reason
P75,2024-11-13,MO2412-P-3800,buy,4,2.0,2.2,72.0,80.0,target_increase
P75,2024-11-18,MO2412-P-3800,buy,4,1.2,1.4,72.0,80.0,target_increase
P75,2024-11-21,MO2412-P-3800,sell,49,0.6,0.39999999999999997,882.0,980.0000000000001,contract_switch
P75,2024-11-21,MO2501-P-5100,buy,16,30.8,32.34,288.0,2464.0,new_contract
P75,2024-11-28,MO2501-P-5100,buy,2,30.0,31.5,36.0,300.0,target_increase
P75,2024-12-03,MO2501-P-5100,buy,2,15.0,15.75,36.0,150.0,target_increase
P75,2024-12-09,MO2501-P-5100,buy,4,10.4,10.92,72.0,208.0,target_increase
P75,2024-12-12,MO2501-P-5100,buy,4,6.2,6.51,72.0,124.00000000000003,target_increase
P75,2024-12-24,MO2501-P-5100,sell,28,2.8,2.5999999999999996,504.0,560.0,contract_switch
P75,2024-12-24,MO2502-P-5300,buy,15,38.8,40.739999999999995,270.0,2910.0,new_contract
P75,2024-12-31,MO2502-P-5300,buy,3,44.2,46.410000000000004,54.0,663.0000000000001,target_increase
P75,2025-01-06,MO2502-P-5300,sell,18,133.4,126.73,324.0,12006.000000000002,contract_switch
P75,2025-01-06,MO2502-P-5200,buy,12,103.2,108.36,216.0,6192.0,new_contract
P75,2025-01-07,MO2502-P-5200,sell,12,70.6,67.07,216.0,4236.0,contract_switch
P75,2025-01-07,MO2502-P-5000,buy,15,36.2,38.010000000000005,270.0,2715.0000000000005,new_contract
P75,2025-01-13,MO2502-P-5000,buy,1,52.8,55.44,18.0,264.0,target_increase
P75,2025-01-14,MO2502-P-5000,sell,16,23.8,22.61,288.0,1904.0000000000002,contract_switch
P75,2025-01-14,MO2502-P-4950,buy,13,18.2,19.11,234.0,1183.0,new_contract
P75,2025-01-15,MO2502-P-4950,buy,5,18.4,19.32,90.0,459.99999999999994,target_increase
P75,2025-01-20,MO2502-P-4950,buy,3,8.8,9.24,54.0,132.00000000000003,target_increase
P75,2025-01-22,MO2502-P-4950,buy,1,7.0,7.35,18.0,35.0,target_increase
P75,2025-01-23,MO2502-P-4950,sell,22,6.6,6.27,396.0,726.0000000000001,contract_switch
P75,2025-01-23,MO2503-P-3900,buy,28,2.8,3.0,504.0,560.0,new_contract
P75,2025-01-24,MO2503-P-3900,buy,5,2.6,2.8000000000000003,90.0,100.0,target_increase
P75,2025-01-27,MO2503-P-3900,buy,6,3.0,3.2,108.0,120.00000000000001,target_increase
P75,2025-02-07,MO2503-P-3900,buy,8,1.6,1.8,144.0,160.0,target_increase
P75,2025-02-10,MO2503-P-3900,buy,1,1.4,1.5999999999999999,18.0,20.0,target_increase
P75,2025-02-14,MO2503-P-3900,buy,3,1.6,1.8,54.0,60.00000000000001,target_increase
P75,2025-02-17,MO2503-P-3900,buy,9,1.4,1.5999999999999999,162.0,180.0,target_increase
P75,2025-02-19,MO2503-P-3900,buy,1,1.2,1.4,18.0,20.0,target_increase
P75,2025-02-20,MO2503-P-3900,sell,61,1.2,1.0,1098.0,1220.0,contract_switch
P75,2025-02-20,MO2504-P-5200,buy,19,13.0,13.65,342.0,1235.0,new_contract
P75,2025-02-21,MO2504-P-5200,buy,2,7.4,7.7700000000000005,36.0,74.00000000000001,target_increase
P75,2025-02-24,MO2504-P-5200,buy,3,8.2,8.61,54.0,123.0,target_increase
P75,2025-03-07,MO2504-P-5200,buy,1,5.0,5.25,18.0,25.0,target_increase
P75,2025-03-20,MO2504-P-5200,sell,25,2.8,2.5999999999999996,450.0,500.0,contract_switch
P75,2025-03-20,MO2505-P-5600,buy,10,25.0,26.25,180.0,1250.0,new_contract
P75,2025-03-21,MO2505-P-5600,buy,2,32.0,33.6,36.0,320.0,target_increase
P75,2025-04-08,MO2505-P-5600,sell,12,366.6,348.27000000000004,216.0,21996.000000000004,contract_switch
P75,2025-04-09,MO2505-P-4900,buy,14,64.4,67.62,252.0,4508.000000000001,new_contract
P75,2025-04-11,MO2505-P-4900,buy,4,20.4,21.419999999999998,72.0,408.0,target_increase
P75,2025-04-15,MO2505-P-4900,buy,5,11.6,12.18,90.0,290.0,target_increase
P75,2025-04-18,MO2505-P-4900,buy,1,10.2,10.709999999999999,18.0,51.0,target_increase
P75,2025-04-22,MO2505-P-4900,sell,24,5.6,5.319999999999999,432.0,671.9999999999999,contract_switch
P75,2025-04-22,MO2506-P-3900,buy,27,5.8,6.09,486.0,782.9999999999999,new_contract
P75,2025-04-23,MO2506-P-3900,buy,7,4.6,4.83,126.0,161.0,target_increase
P75,2025-04-28,MO2506-P-3900,buy,2,4.8,5.04,36.0,48.0,target_increase
P75,2025-05-07,MO2506-P-3900,buy,4,2.6,2.8000000000000003,72.0,80.0,target_increase
P75,2025-05-08,MO2506-P-3900,buy,1,2.4,2.6,18.0,20.0,target_increase
P75,2025-05-19,MO2506-P-3900,buy,1,1.4,1.5999999999999999,18.0,20.0,target_increase
P75,2025-05-20,MO2506-P-3900,buy,5,1.2,1.4,90.0,100.0,target_increase
P75,2025-05-21,MO2506-P-3900,buy,9,1.0,1.2,162.0,180.0,target_increase
P75,2025-05-22,MO2506-P-3900,sell,56,1.4,1.2,1008.0,1120.0,contract_switch
P75,2025-05-22,MO2507-P-5200,buy,16,35.2,36.96,288.0,2816.0000000000005,new_contract
P75,2025-05-30,MO2507-P-5200,buy,1,25.2,26.46,18.0,126.0,target_increase
P75,2025-06-03,MO2507-P-5200,buy,1,19.6,20.580000000000002,18.0,98.00000000000001,target_increase
P75,2025-06-05,MO2507-P-5200,buy,1,14.0,14.7,18.0,70.0,target_increase
P75,2025-06-10,MO2507-P-5200,buy,3,12.4,13.02,54.0,186.00000000000003,target_increase
P75,2025-06-17,MO2507-P-5200,buy,5,9.4,9.870000000000001,90.0,235.0,target_increase
P75,2025-06-18,MO2507-P-5200,buy,1,9.6,10.08,18.0,48.0,target_increase
P75,2025-06-19,MO2507-P-5200,sell,28,11.6,11.02,504.0,1623.9999999999998,contract_switch
P75,2025-06-19,MO2508-P-5300,buy,17,39.4,41.37,306.0,3349.0,new_contract
P75,2025-06-20,MO2508-P-5300,buy,1,38.4,40.32,18.0,192.0,target_increase
P75,2025-06-26,MO2508-P-5300,buy,1,11.6,12.18,18.0,57.99999999999999,target_increase
P75,2025-07-16,MO2508-P-5300,buy,3,4.0,4.2,54.0,60.00000000000001,target_increase
P75,2025-07-18,MO2508-P-5300,buy,5,3.0,3.2,90.0,100.0,target_increase
P75,2025-07-22,MO2508-P-5300,sell,27,2.4,2.1999999999999997,486.0,540.0,contract_switch
P75,2025-07-22,MO2509-P-4000,buy,30,4.0,4.2,540.0,600.0,new_contract
P75,2025-07-23,MO2509-P-4000,buy,3,4.4,4.62,54.0,66.00000000000001,target_increase
P75,2025-08-05,MO2509-P-4000,buy,8,2.8,3.0,144.0,160.0,target_increase
P75,2025-08-11,MO2509-P-4000,buy,3,2.6,2.8000000000000003,54.0,60.00000000000001,target_increase
P75,2025-08-12,MO2509-P-4000,buy,3,2.2,2.4000000000000004,54.0,60.00000000000001,target_increase
P75,2025-08-18,MO2509-P-4000,buy,1,1.2,1.4,18.0,20.0,target_increase
P75,2025-08-21,MO2509-P-4000,sell,48,1.2,1.0,864.0,960.0000000000001,contract_switch
P75,2025-08-21,MO2510-P-5800,buy,14,10.2,10.709999999999999,252.0,714.0,new_contract
P75,2025-08-25,MO2510-P-5800,buy,1,9.4,9.870000000000001,18.0,47.0,target_increase
P75,2025-08-28,MO2510-P-5800,buy,1,8.6,9.03,18.0,43.0,target_increase
P75,2025-09-08,MO2510-P-5800,buy,2,8.2,8.61,36.0,82.0,target_increase
P75,2025-09-12,MO2510-P-5800,buy,1,5.6,5.88,18.0,27.999999999999996,target_increase
P75,2025-09-15,MO2510-P-5800,buy,2,7.2,7.5600000000000005,36.0,72.00000000000001,target_increase
P75,2025-09-22,MO2510-P-5800,buy,3,2.4,2.6,54.0,60.00000000000001,target_increase
P75,2025-09-23,MO2510-P-5800,sell,24,3.0,2.8,432.0,480.00000000000006,contract_switch
P75,2025-09-23,MO2511-P-6300,buy,10,52.4,55.019999999999996,180.0,2620.0000000000005,new_contract
P75,2025-09-25,MO2511-P-6300,buy,2,30.6,32.13,36.0,306.00000000000006,target_increase
P75,2025-10-10,MO2511-P-6300,buy,5,10.8,11.34,90.0,270.0,target_increase
P75,2025-10-23,MO2511-P-6300,sell,17,6.6,6.27,306.0,561.0,contract_switch
P75,2025-10-23,MO2512-P-4900,buy,21,4.8,5.04,378.0,504.0,new_contract
P75,2025-10-24,MO2512-P-4900,buy,1,4.2,4.41,18.0,21.000000000000004,target_increase
P75,2025-10-27,MO2512-P-4900,buy,2,3.2,3.4000000000000004,36.0,40.0,target_increase
P75,2025-11-03,MO2512-P-4900,buy,2,3.2,3.4000000000000004,36.0,40.0,target_increase
P75,2025-11-04,MO2512-P-4900,buy,2,3.0,3.2,36.0,40.0,target_increase
P75,2025-11-10,MO2512-P-4900,buy,3,1.8,2.0,54.0,60.00000000000001,target_increase
P75,2025-11-17,MO2512-P-4900,buy,1,1.6,1.8,18.0,20.0,target_increase
P75,2025-11-18,MO2512-P-4900,buy,3,1.4,1.5999999999999999,54.0,60.00000000000001,target_increase
P75,2025-11-19,MO2512-P-4900,buy,3,1.2,1.4,54.0,60.00000000000001,target_increase
P75,2025-11-20,MO2512-P-4900,sell,38,1.4,1.2,684.0,760.0,contract_switch
P75,2025-11-20,MO2601-P-6400,buy,11,33.4,35.07,198.0,1836.9999999999998,new_contract
P75,2025-11-21,MO2601-P-6400,buy,1,64.8,68.03999999999999,18.0,324.0,target_increase
P75,2025-11-25,MO2601-P-6400,sell,12,37.0,35.15,216.0,2220.0000000000005,contract_switch
P75,2025-11-25,MO2601-P-6300,buy,9,27.2,28.56,162.0,1224.0,new_contract
P75,2025-11-26,MO2601-P-6300,buy,3,23.0,24.15,54.0,345.0,target_increase
P75,2025-11-27,MO2601-P-6300,buy,1,20.4,21.419999999999998,18.0,102.0,target_increase
P75,2025-12-04,MO2601-P-6300,buy,1,11.0,11.55,18.0,55.00000000000001,target_increase
P75,2025-12-05,MO2601-P-6300,buy,1,9.0,9.45,18.0,45.0,target_increase
P75,2025-12-08,MO2601-P-6300,buy,2,6.8,7.14,36.0,68.0,target_increase
P75,2025-12-16,MO2601-P-6300,buy,1,8.4,8.82,18.0,42.00000000000001,target_increase
P75,2025-12-18,MO2601-P-6300,sell,18,7.0,6.65,324.0,630.0000000000001,contract_switch
P75,2025-12-18,MO2602-P-6300,buy,12,24.0,25.2,216.0,1440.0000000000002,new_contract
P75,2025-12-22,MO2602-P-6300,buy,2,14.0,14.7,36.0,140.0,target_increase
P75,2025-12-25,MO2602-P-6300,buy,1,7.4,7.7700000000000005,18.0,37.00000000000001,target_increase
P75,2025-12-29,MO2602-P-6300,buy,2,8.8,9.24,36.0,88.00000000000001,target_increase
P75,2026-01-08,MO2602-P-6300,buy,2,3.4,3.6,36.0,40.0,target_increase
P75,2026-01-12,MO2602-P-6300,buy,4,3.8,4.0,72.0,80.0,target_increase
P75,2026-01-16,MO2602-P-6300,buy,2,2.6,2.8000000000000003,36.0,40.0,target_increase
P75,2026-01-19,MO2602-P-6300,buy,2,2.0,2.2,36.0,40.0,target_increase
P75,2026-01-20,MO2602-P-6300,sell,27,2.6,2.4,486.0,540.0,contract_switch
P75,2026-01-20,MO2603-P-4900,buy,28,2.2,2.4000000000000004,504.0,560.0,new_contract
P75,2026-01-21,MO2603-P-4900,buy,4,2.2,2.4000000000000004,72.0,80.0,target_increase
P75,2026-01-22,MO2603-P-4900,buy,6,2.0,2.2,108.0,120.00000000000001,target_increase
P75,2026-02-10,MO2603-P-4900,buy,4,2.2,2.4000000000000004,72.0,80.0,target_increase
P75,2026-02-12,MO2603-P-4900,buy,1,2.0,2.2,18.0,20.0,target_increase
P75,2026-02-13,MO2603-P-4900,buy,2,2.8,3.0,36.0,40.0,target_increase
P75,2026-02-25,MO2603-P-4900,sell,45,1.0,0.8,810.0,900.0,contract_switch
P75,2026-02-25,MO2604-P-7100,buy,13,21.4,22.47,234.0,1391.0,new_contract
P75,2026-02-26,MO2604-P-7100,buy,2,17.4,18.27,36.0,174.0,target_increase
P75,2026-03-19,MO2604-P-7100,sell,15,40.6,38.57,270.0,3045.0000000000005,contract_switch
P75,2026-03-19,MO2605-P-7200,buy,10,114.8,120.53999999999999,180.0,5740.000000000001,new_contract
P75,2026-03-23,MO2605-P-7200,sell,10,341.8,324.71000000000004,180.0,17090.0,contract_switch
P75,2026-03-23,MO2605-P-7100,buy,9,308.2,323.61,162.0,13869.0,new_contract
P75,2026-03-24,MO2605-P-7100,sell,9,166.4,158.08,162.0,7488.0,contract_switch
P75,2026-03-24,MO2605-P-7000,buy,9,142.2,149.31,162.0,6398.999999999999,new_contract
P75,2026-03-25,MO2605-P-7000,sell,9,101.4,96.33000000000001,162.0,4563.0,contract_switch
P75,2026-03-25,MO2605-P-6600,buy,16,51.0,53.55,288.0,4080.0000000000005,new_contract
P75,2026-03-27,MO2605-P-6600,buy,2,55.6,58.38,36.0,556.0,target_increase
P75,2026-03-30,MO2605-P-6600,buy,2,57.6,60.480000000000004,36.0,576.0000000000001,target_increase
P75,2026-04-09,MO2605-P-6600,buy,2,17.6,18.48,36.0,176.00000000000003,target_increase
P75,2026-04-10,MO2605-P-6600,buy,3,16.8,17.64,54.0,252.00000000000006,target_increase
P75,2026-04-13,MO2605-P-6600,buy,1,18.8,19.740000000000002,18.0,94.0,target_increase
P75,2026-04-14,MO2605-P-6600,buy,1,14.0,14.7,18.0,70.0,target_increase
P75,2026-04-15,MO2605-P-6600,buy,3,12.6,13.23,54.0,189.0,target_increase
P75,2026-04-17,MO2605-P-6600,buy,4,6.8,7.14,72.0,136.0,target_increase
P75,2026-04-20,MO2605-P-6600,buy,2,5.6,5.88,36.0,55.99999999999999,target_increase
P75,2026-04-21,MO2605-P-6600,sell,36,3.6,3.4,648.0,720.0,contract_switch
P75,2026-04-21,MO2606-P-5200,buy,34,5.8,6.09,612.0,986.0,new_contract
P75,2026-04-22,MO2606-P-5200,buy,1,4.6,4.83,18.0,23.0,target_increase
P75,2026-04-23,MO2606-P-5200,buy,3,4.4,4.62,54.0,66.00000000000001,target_increase
P75,2026-04-27,MO2606-P-5200,buy,1,4.0,4.2,18.0,20.0,target_increase
P75,2026-04-28,MO2606-P-5200,buy,3,3.6,3.8000000000000003,54.0,60.00000000000001,target_increase
P75,2026-04-29,MO2606-P-5200,buy,1,3.2,3.4000000000000004,18.0,20.0,target_increase
P75,2026-04-30,MO2606-P-5200,buy,5,2.8,3.0,90.0,100.0,target_increase
P75,2026-05-21,MO2606-P-5200,sell,48,1.4,1.2,864.0,960.0000000000001,contract_switch
P75,2026-05-21,MO2607-P-7400,buy,12,67.8,71.19,216.0,4068.0,new_contract
P75,2026-06-10,MO2607-P-7400,sell,12,75.4,71.63000000000001,216.0,4524.000000000001,contract_switch
P75,2026-06-10,MO2607-P-7200,buy,12,48.8,51.239999999999995,216.0,2928.0,new_contract
P75,2026-06-16,MO2607-P-7200,buy,2,14.8,15.540000000000001,36.0,148.00000000000003,target_increase
P75,2026-06-17,MO2607-P-7200,buy,1,11.8,12.39,18.0,59.00000000000001,target_increase
P75,2026-06-22,MO2607-P-7200,buy,1,5.2,5.46,18.0,26.0,target_increase
P75,2026-06-23,MO2607-P-7200,sell,16,6.4,6.08,288.0,512.0000000000001,contract_switch
P75,2026-06-23,MO2608-P-7200,buy,11,43.4,45.57,198.0,2386.9999999999995,new_contract
P75,2026-06-25,MO2608-P-7200,buy,1,32.8,34.44,18.0,164.0,target_increase
P75,2026-07-06,MO2608-P-7200,buy,1,27.2,28.56,18.0,136.0,target_increase
P75,2026-07-15,MO2608-P-7200,sell,13,93.8,89.11,234.0,6097.000000000001,contract_switch
P75,2026-07-15,MO2608-P-7000,buy,17,56.6,59.43,306.0,4811.0,new_contract
P75,2026-07-20,MO2608-P-7000,sell,17,412.8,392.16,306.0,35088.0,contract_switch
P75,2026-07-20,MO2608-P-6800,buy,10,309.0,324.45,180.0,15450.0,new_contract
P75,2026-07-21,MO2608-P-6800,sell,10,146.0,138.7,180.0,7300.0,contract_switch
P75,2026-07-21,MO2608-P-6400,buy,11,66.4,69.72,198.0,3652.0000000000005,new_contract
P75,2026-07-22,MO2608-P-6400,sell,11,66.0,62.7,198.0,3630.0000000000005,contract_switch
P75,2026-07-22,MO2608-P-6200,buy,17,41.0,43.05,306.0,3485.0,new_contract
P75,2026-07-23,MO2608-P-6200,sell,17,21.2,20.14,306.0,1802.0,contract_switch
P75,2026-07-23,MO2609-P-6200,buy,13,66.0,69.3,234.0,4290.000000000001,new_contract
P75,2026-07-24,MO2609-P-6200,buy,2,106.8,112.14,36.0,1068.0,target_increase
P75,2026-07-28,MO2609-P-6200,buy,2,102.6,107.72999999999999,36.0,1026.0,target_increase
P75,2026-08-03,MO2609-P-6200,buy,2,83.2,87.36,36.0,832.0,target_increase
P75,2026-08-05,MO2609-P-6200,buy,4,31.4,32.97,72.0,628.0,target_increase
P75,2026-08-06,MO2609-P-6200,buy,4,32.2,33.81,72.0,644.0000000000001,target_increase
P75,2026-08-07,MO2609-P-6200,buy,1,21.8,22.89,18.0,109.00000000000001,target_increase
P75,2026-08-10,MO2609-P-6200,buy,2,18.4,19.32,36.0,184.0,target_increase
P75,2026-08-11,MO2609-P-6200,buy,2,18.2,19.11,36.0,182.0,target_increase
P75,2026-08-13,MO2609-P-6200,buy,1,16.6,17.43,18.0,83.0,target_increase
P75,2026-08-14,MO2609-P-6200,buy,2,12.6,13.23,36.0,126.0,target_increase
P100,2022-07-25,MO2209-P-6300,buy,13,79.4,83.37,234.0,5161.000000000001,new_contract
P100,2022-07-27,MO2209-P-6300,sell,13,45.4,43.129999999999995,234.0,2951.0,contract_switch
P100,2022-07-27,MO2209-P-6200,buy,15,36.4,38.22,270.0,2730.0,new_contract
P100,2022-08-01,MO2209-P-6200,buy,1,32.6,34.230000000000004,18.0,163.0,target_increase
P100,2022-08-08,MO2209-P-6200,buy,1,29.2,30.66,18.0,146.0,target_increase
P100,2022-08-10,MO2209-P-6200,buy,1,28.8,30.240000000000002,18.0,144.00000000000003,target_increase
P100,2022-08-12,MO2209-P-6200,buy,2,18.4,19.32,36.0,184.0,target_increase
P100,2022-08-15,MO2209-P-6200,buy,2,12.0,12.6,36.0,120.00000000000001,target_increase
P100,2022-08-17,MO2209-P-6200,buy,3,7.2,7.5600000000000005,54.0,108.0,target_increase
P100,2022-08-18,MO2209-P-6200,buy,3,8.0,8.4,54.0,120.00000000000001,target_increase
P100,2022-08-23,MO2209-P-6200,sell,28,5.6,5.319999999999999,504.0,783.9999999999999,contract_switch
P100,2022-08-23,MO2210-P-6200,buy,17,26.0,27.3,306.0,2210.0,new_contract
P100,2022-08-24,MO2210-P-6200,buy,1,48.2,50.61,18.0,241.0,target_increase
P100,2022-09-02,MO2210-P-6200,sell,18,65.6,62.31999999999999,324.0,5904.0,contract_switch
P100,2022-09-02,MO2210-P-6000,buy,14,41.4,43.47,252.0,2897.9999999999995,new_contract
P100,2022-09-06,MO2210-P-6000,buy,1,22.4,23.52,18.0,111.99999999999999,target_increase
P100,2022-09-07,MO2210-P-6000,buy,3,16.0,16.8,54.0,240.00000000000003,target_increase
P100,2022-09-13,MO2210-P-6000,buy,2,11.8,12.39,36.0,118.00000000000001,target_increase
P100,2022-09-19,MO2210-P-6000,sell,20,67.6,64.22,360.0,6759.999999999999,contract_switch
P100,2022-09-19,MO2210-P-5900,buy,13,48.6,51.03,234.0,3159.0000000000005,new_contract
P100,2022-09-20,MO2210-P-5900,sell,13,35.8,34.01,234.0,2327.0,contract_switch
P100,2022-09-20,MO2210-P-5800,buy,14,25.0,26.25,252.0,1750.0,new_contract
P100,2022-09-21,MO2210-P-5800,sell,14,23.6,22.42,252.0,1652.0000000000002,contract_switch
P100,2022-09-21,MO2210-P-5700,buy,16,17.6,18.48,288.0,1408.0000000000002,new_contract
P100,2022-09-22,MO2210-P-5700,sell,16,14.6,13.87,288.0,1168.0,contract_switch
P100,2022-09-22,MO2211-P-5700,buy,12,54.0,56.7,216.0,3240.0000000000005,new_contract
P100,2022-09-23,MO2211-P-5700,buy,1,64.8,68.03999999999999,18.0,324.0,target_increase
P100,2022-09-28,MO2211-P-5700,sell,13,74.8,71.06,234.0,4862.0,contract_switch
P100,2022-09-28,MO2211-P-5600,buy,23,58.6,61.53,414.0,6739.0,new_contract
P100,2022-09-30,MO2211-P-5600,sell,23,72.8,69.16,414.0,8372.0,contract_switch
P100,2022-09-30,MO2211-P-5500,buy,23,58.0,60.9,414.0,6670.0,new_contract
P100,2022-10-12,MO2211-P-5500,sell,23,36.4,34.58,414.0,4186.0,contract_switch
P100,2022-10-12,MO2211-P-5300,buy,23,20.0,21.0,414.0,2300.0,new_contract
P100,2022-10-13,MO2211-P-5300,buy,2,11.6,12.18,36.0,115.99999999999999,target_increase
P100,2022-10-17,MO2211-P-5300,buy,10,5.6,5.88,180.0,280.0,target_increase
P100,2022-10-19,MO2211-P-5300,buy,2,6.4,6.720000000000001,36.0,64.00000000000001,target_increase
P100,2022-10-20,MO2211-P-5300,sell,37,5.8,5.51,666.0,1072.9999999999998,contract_switch
P100,2022-10-20,MO2212-P-5300,buy,24,16.8,17.64,432.0,2016.0000000000005,new_contract
P100,2022-10-21,MO2212-P-5300,buy,2,22.0,23.1,36.0,220.00000000000003,target_increase
P100,2022-10-24,MO2212-P-5300,buy,2,28.6,30.03,36.0,286.00000000000006,target_increase
P100,2022-10-27,MO2212-P-5300,buy,4,17.6,18.48,72.0,352.00000000000006,target_increase
P100,2022-11-02,MO2212-P-5300,buy,4,9.6,10.08,72.0,192.0,target_increase
P100,2022-11-07,MO2212-P-5300,buy,7,3.4,3.6,126.0,140.0,target_increase
P100,2022-11-14,MO2212-P-5300,buy,7,3.8,4.0,126.0,140.0,target_increase
P100,2022-11-18,MO2212-P-5300,buy,6,2.4,2.6,108.0,120.00000000000001,target_increase
P100,2022-11-22,MO2212-P-5300,sell,56,2.0,1.8,1008.0,1120.0,contract_switch
P100,2022-11-22,MO2301-P-5600,buy,27,15.6,16.38,486.0,2106.0,new_contract
P100,2022-11-30,MO2301-P-5600,buy,1,15.0,15.75,18.0,75.0,target_increase
P100,2022-12-02,MO2301-P-5600,buy,1,6.6,6.93,18.0,33.0,target_increase
P100,2022-12-05,MO2301-P-5600,buy,2,5.8,6.09,36.0,57.99999999999999,target_increase
P100,2022-12-06,MO2301-P-5600,buy,4,5.8,6.09,72.0,115.99999999999999,target_increase
P100,2022-12-08,MO2301-P-5600,buy,1,4.6,4.83,18.0,23.0,target_increase
P100,2022-12-14,MO2301-P-5600,buy,2,4.8,5.04,36.0,48.0,target_increase
P100,2022-12-19,MO2301-P-5600,buy,11,6.8,7.14,198.0,374.0,target_increase
P100,2022-12-22,MO2301-P-5600,sell,49,12.0,11.4,882.0,2940.0000000000005,contract_switch
P100,2022-12-22,MO2302-P-5700,buy,24,31.0,32.55,432.0,3720.0000000000005,new_contract
P100,2022-12-23,MO2302-P-5700,sell,24,42.6,40.47,432.0,5112.0,contract_switch
P100,2022-12-23,MO2302-P-5600,buy,23,31.6,33.18,414.0,3634.0000000000005,new_contract
P100,2022-12-26,MO2302-P-5600,sell,23,16.4,15.579999999999998,414.0,1886.0,contract_switch
P100,2022-12-26,MO2302-P-5500,buy,22,11.6,12.18,396.0,1276.0,new_contract
P100,2022-12-27,MO2302-P-5500,buy,5,9.6,10.08,90.0,240.0,target_increase
P100,2022-12-28,MO2302-P-5500,buy,8,10.4,10.92,144.0,416.0,target_increase
P100,2023-01-04,MO2302-P-5500,buy,5,4.8,5.04,90.0,120.0,target_increase
P100,2023-01-09,MO2302-P-5500,buy,2,4.2,4.41,36.0,42.00000000000001,target_increase
P100,2023-01-10,MO2302-P-5500,buy,3,4.4,4.62,54.0,66.00000000000001,target_increase
P100,2023-01-11,MO2302-P-5500,buy,1,4.2,4.41,18.0,21.000000000000004,target_increase
P100,2023-01-16,MO2302-P-5500,buy,6,2.4,2.6,108.0,120.00000000000001,target_increase
P100,2023-01-18,MO2302-P-5500,buy,5,1.6,1.8,90.0,100.0,target_increase
P100,2023-01-19,MO2302-P-5500,sell,57,1.6,1.4000000000000001,1026.0,1140.0,contract_switch
P100,2023-01-19,MO2303-P-5200,buy,53,3.8,4.0,954.0,1060.0000000000002,new_contract
P100,2023-01-30,MO2303-P-5200,buy,12,2.0,2.2,216.0,240.00000000000003,target_increase
P100,2023-02-02,MO2303-P-5200,buy,2,1.8,2.0,36.0,40.0,target_increase
P100,2023-02-10,MO2303-P-5200,buy,8,1.2,1.4,144.0,160.0,target_increase
P100,2023-02-17,MO2303-P-5200,buy,5,1.0,1.2,90.0,100.0,target_increase
P100,2023-02-21,MO2303-P-5200,sell,80,0.8,0.6000000000000001,1440.0,1600.0,contract_switch
P100,2023-02-21,MO2304-P-6000,buy,25,8.4,8.82,450.0,1050.0000000000002,new_contract
P100,2023-02-22,MO2304-P-6000,buy,2,7.8,8.19,36.0,78.0,target_increase
P100,2023-02-23,MO2304-P-6000,buy,2,8.2,8.61,36.0,82.0,target_increase
P100,2023-02-27,MO2304-P-6000,buy,5,11.6,12.18,90.0,290.0,target_increase
P100,2023-03-14,MO2304-P-6000,buy,4,10.0,10.5,72.0,200.0,target_increase
P100,2023-03-20,MO2304-P-6000,buy,1,8.0,8.4,18.0,40.0,target_increase
P100,2023-03-22,MO2304-P-6000,buy,1,3.6,3.8000000000000003,18.0,20.0,target_increase
P100,2023-03-23,MO2304-P-6000,sell,40,2.8,2.5999999999999996,720.0,800.0,contract_switch
P100,2023-03-23,MO2305-P-6000,buy,33,8.6,9.03,594.0,1419.0,new_contract
P100,2023-03-29,MO2305-P-6000,buy,4,6.4,6.720000000000001,72.0,128.00000000000003,target_increase
P100,2023-04-10,MO2305-P-6000,buy,10,2.2,2.4000000000000004,180.0,200.0,target_increase
P100,2023-04-17,MO2305-P-6000,buy,2,1.2,1.4,36.0,40.0,target_increase
P100,2023-04-18,MO2305-P-6000,buy,4,1.0,1.2,72.0,80.0,target_increase
P100,2023-04-20,MO2305-P-6000,sell,53,1.8,1.6,954.0,1060.0000000000002,contract_switch
P100,2023-04-20,MO2306-P-5200,buy,50,2.0,2.2,900.0,1000.0,new_contract
P100,2023-04-21,MO2306-P-5200,buy,3,2.2,2.4000000000000004,54.0,60.00000000000001,target_increase
P100,2023-04-25,MO2306-P-5200,buy,5,2.8,3.0,90.0,100.0,target_increase
P100,2023-04-28,MO2306-P-5200,buy,2,1.6,1.8,36.0,40.0,target_increase
P100,2023-05-04,MO2306-P-5200,buy,5,1.6,1.8,90.0,100.0,target_increase
P100,2023-05-05,MO2306-P-5200,buy,3,1.6,1.8,54.0,60.00000000000001,target_increase
P100,2023-05-11,MO2306-P-5200,buy,3,1.4,1.5999999999999999,54.0,60.00000000000001,target_increase
P100,2023-05-22,MO2306-P-5200,buy,12,0.8,1.0,216.0,240.00000000000003,target_increase
P100,2023-05-23,MO2306-P-5200,sell,83,0.6,0.39999999999999997,1494.0,1660.0000000000002,contract_switch
P100,2023-05-23,MO2307-P-5800,buy,31,7.8,8.19,558.0,1209.0,new_contract
P100,2023-05-24,MO2307-P-5800,buy,1,6.0,6.3,18.0,30.000000000000004,target_increase
P100,2023-05-29,MO2307-P-5800,buy,5,6.2,6.51,90.0,155.00000000000003,target_increase
P100,2023-06-05,MO2307-P-5800,buy,2,4.0,4.2,36.0,40.0,target_increase
P100,2023-06-06,MO2307-P-5800,buy,2,7.8,8.19,36.0,78.0,target_increase
