date,ret_independent,ret_scaled,daily_return_delta
2022-07-22,-2.8061584614431993e-05,-2.8061584614431996e-05,3.3881317890172014e-21
2022-07-25,-0.0014896498682668371,-0.0014896498682668,-3.707971429900425e-17
2022-07-26,0.00031520065015110403,0.0003152006501511,4.0115480381963664e-18
2022-07-27,0.003859736105810347,0.0038597361058105,-1.5308934675495323e-16
2022-07-28,0.0010374661461067581,0.0010374661461067,5.811323644522304e-17
2022-07-29,-0.0014609464745887423,-0.0014609464745887,-4.228388472693467e-17
2022-08-01,0.002906399082261957,0.0029063990822619,5.681219383824043e-17
2022-08-02,-0.010741806569748458,-0.0107418065697484,-5.724587470723463e-17
2022-08-03,-0.0008736760597588654,-0.0008736760597589,3.458604930228759e-17
2022-08-04,-0.0037857456773053087,-0.0037857456773053,-8.673617379884035e-18
2022-08-05,0.005729799197097217,0.0057297991970972,1.6479873021779667e-17
2022-08-08,0.004501788613918871,0.0045017886139188,7.112366251504909e-17
2022-08-09,0.002303447849071083,0.002303447849071,8.326672684688674e-17
2022-08-10,0.00036527899428582253,0.0003652789942858,2.2551405187698492e-17
2022-08-11,0.008509643615394169,0.0085096436153941,6.938893903907228e-17
2022-08-12,-0.003321279395791987,-0.0033212793957919,-8.716985466783456e-17
2022-08-15,0.004679954565155642,0.0046799545651556,4.163336342344337e-17
2022-08-16,0.0060305593941322845,0.0060305593941322,8.413408858487514e-17
2022-08-17,0.0028471147897847883,0.0028471147897847,8.847089727481716e-17
2022-08-18,0.0036585138118383044,0.0036585138118383,4.336808689942018e-18
2022-08-19,-0.010003000216719527,-0.0100030002167195,-2.7755575615628914e-17
2022-08-22,0.0035555252921545934,0.0035555252921548,-2.0643209364124004e-16
2022-08-23,-0.0011764986209102572,-0.0011764986209102,-5.724587470723463e-17
2022-08-24,-0.01330666923915676,-0.0133066692391567,-6.071532165918825e-17
2022-08-25,-0.006640481589935483,-0.0058021368323562,-0.0008383447575792827
2022-08-26,-0.0005484596334315986,0.0013714932614952,-0.0019199528949267984
2022-08-29,0.0016083240767928533,0.0016083240767928,5.334274688628682e-17
2022-08-30,-0.0010325645403566786,-0.0010325645403566,-7.849623728795052e-17
2022-08-31,-0.0018598957422481396,-0.0018598957422481,-3.946495907847236e-17
2022-09-01,-0.0013021579155209884,-0.0013021579155209,-8.847089727481716e-17
2022-09-02,-0.0006462151416334826,-0.0006462151416334,-8.261620554339544e-17
2022-09-05,-0.0046770338292666715,-0.0046770338292666,-7.112366251504909e-17
2022-09-06,0.003710990557952938,0.0037109905579529,3.8163916471489756e-17
2022-09-07,0.0023694884445623955,0.0023694884445626,-2.0469737016526324e-16
2022-09-08,-0.0029503944770259637,-0.0029503944770259,-6.375108774214766e-17
2022-09-09,0.002615852202369795,0.0026158522023697,9.497611030973019e-17
2022-09-13,-0.0015066129338024092,-0.0015066129338024,-9.107298248878237e-18
2022-09-14,-0.004662196605145464,-0.0046621966051454,-6.331740687315346e-17
2022-09-15,-0.01889207831475537,-0.0188920783147553,-6.938893903907228e-17
2022-09-16,0.0026780918893906432,0.0026780918893906,4.336808689942018e-17
2022-09-19,-0.0018383736825718692,-0.0018383736825718,-6.917209860457518e-17
2022-09-20,0.002160139519056876,0.0021601395190568,7.632783294297951e-17
2022-09-21,0.0017676917879639515,0.0017676917879641,-1.485356976305141e-16
