strategy,available,reason,rows,start,end,ann_return,ann_vol,sharpe,max_dd,final_nav
v1.3_core_put_only,True,,985,2022-07-25,2026-08-14,0.47005748388136204,0.29266080627365854,1.4621455350062769,-0.25889789905767147,4.508838635762589
v1.3_r6_core_plus_momentum_put,True,,985,2022-07-25,2026-08-14,0.4837138142012951,0.2870904610278699,1.5172885946410228,-0.2329841333734436,4.674783051366469
